MAIN_ID,OTYPE_S,RA_d,DEC_d,Z_VALUE
AGC 122966,Galaxy,32.3708,31.8528,0.0217
2MASX J01403803+3107172,Galaxy,25.158458,31.121453,0.07169
2MASX J01495348+3600276,Galaxy,27.472858,36.007667,0.04928
Mrk 1008,RadioG,27.670817,33.740883,0.01872
NGC   709,GinGroup,28.210842,36.223489,0.011928
2MASX J01533200+3520461,Galaxy,28.383337,35.346153,0.0968
LEDA 1922778,Galaxy,28.365,30.8981,0.0374
NGC   759,GinGroup,29.459692,36.343103,0.01557
NFP J015150.7+355243,Galaxy,27.96133,35.87869,0.01548
UGC  1397,GinGroup,28.973904,32.989728,0.016752
Anon J014947+3144,Galaxy,27.4505,31.74358,0.0322
2MASX J01551076+3634576,Galaxy,28.794846,36.582667,0.01551
LEDA   74039,Galaxy,28.6979,31.8381,0.0339
2MASX J01493212+3231044,Galaxy,27.383875,32.517892,0.03767
2MASX J01543494+3735075,Galaxy,28.6456,37.585425,0.04926
NGC   679,GinGroup,27.432475,35.785664,0.016842
2MASX J01532173+3621366,Galaxy,28.340558,36.360183,0.01416
2MASXI J0149427+323730,Galaxy,27.428046,32.625111,0.038361
2MASX J01465382+3452114,Galaxy,26.724287,34.869853,0.07312
NGC   669,AGN,26.817337,35.563297,0.01541
2MASX J01503314+3337351,Galaxy,27.638121,33.626433,0.050271
NGC   785,GinGroup,30.416579,31.826519,0.016601
2MASX J01481646+3252246,Galaxy,27.068604,32.873508,0.10103
2MASX J01490255+3233132,Galaxy,27.260629,32.553681,0.03313
2MASX J01502928+3234301,Galaxy,27.622,32.575042,0.0373
2MASX J02064847+3154340,Galaxy,31.701971,31.909469,0.03861
NGC   708,BClG,28.193675,36.151814,0.01622
LEDA 1974971,Galaxy,32.2987,31.9969,0.0458
2MASX J01522797+3629533,GinCl,28.116542,36.498147,0.015177
2MASX J01484915+3634215,Galaxy,27.204825,36.572667,0.07282
2MASX J01514823+3654337,Galaxy,27.950992,36.909381,0.07777
2MASX J01540173+3152262,Galaxy,28.507229,31.873956,0.03395
2MASX J01514800+3502587,Galaxy,27.950025,35.049653,0.09717
2MASX J01512126+3311113,GinCl,27.838587,33.186478,0.039892
2MASX J01503574+3301441,GinCl,27.648929,33.028939,0.03771
2MASX J01491623+3106103,Galaxy,27.317654,31.102864,0.0408
NGC   705,GinGroup,28.17358,36.14381,0.01499
2MASX J01511032+3028143,Galaxy,27.793004,30.470653,0.0443
2MASX J01483822+3353065,Galaxy,27.159288,33.885161,0.12294
2MASX J01520899+3626042,Galaxy,28.037471,36.434514,0.04921
NFP J015309.6+363712,Galaxy,28.28983,36.62003,0.117
MCG+05-05-018,GinGroup,27.63335,33.047267,0.034054
2MASX J01543500+3314047,Galaxy,28.645867,33.234642,0.09015
2MASX J01524001+3608282,Galaxy,28.166737,36.141186,0.0181
2MASX J01541099+3115282,Galaxy,28.545825,31.257836,0.03285
2MASX J01523258+3606543,GinCl,28.135771,36.115086,0.01432
2MASX J01513805+3635247,Galaxy,27.908562,36.5902,0.08067
MCG+06-05-018,GinGroup,27.828171,34.872872,0.016475
AGC 113952,Galaxy,27.5271,32.0647,0.0168
AGC 122965,Galaxy,32.3304,30.4522,0.0327
MCG+06-05-083,GinGroup,31.321379,34.788689,0.014637
2MASX J01495042+3319360,GinCl,27.460121,33.326675,0.0388
VV  701,RadioG,26.736746,34.772625,0.01392
2MASX J01541714+3418581,RadioG,28.571425,34.316158,0.0835
NGC   738,GinGroup,29.1904,33.0583,0.01461
2MASX J01521945+3704332,Galaxy,28.081075,37.075917,0.07795
NGC   750,GinPair,29.386417,33.209236,0.01752
AGC 122959,Galaxy,30.5638,31.5475,0.016
UGC  1459,GinGroup,29.777863,36.063064,0.018219
2MASX J01535697+3638282,GinGroup,28.487379,36.641194,0.01894
2MASX J01545507+3552279,GinCl,28.729492,35.874431,0.016071
2MASX J01541480+3207071,Galaxy,28.5617,32.118664,0.044914
2MASX J01492122+3614241,Galaxy,27.338429,36.240056,0.013533
MAPS-PP O-1225-261247,Galaxy,29.1208,37.17,0.050364
2MASX J01552157+3137309,Galaxy,28.839912,31.625272,0.015
2MASX J01483975+3303395,Galaxy,27.165658,33.060994,0.03906
UGC  1284,Galaxy,27.50267,30.05169,0.0478
2MASX J01505771+3257242,GinCl,27.7405,32.95675,0.08817
UGC  1503,GinGroup,30.332871,33.329731,0.016925
MCG+05-05-021,GinGroup,27.890204,33.216586,0.033943
2MASX J01545471+3301079,Galaxy,28.727992,33.018875,0.08996
UGC  1234,GinGroup,26.465808,35.110925,0.018866
2MASX J01514591+3316507,GinCl,27.941333,33.280767,0.03518
MCG+05-05-022,Galaxy,27.929921,30.384931,0.025247
2MASX J02084047+3331581,Galaxy,32.168625,33.532828,0.03907
2MASX J01554663+3141340,Galaxy,28.944325,31.692781,0.0356
AGC 122964,Galaxy,31.9696,31.5403,0.0158
LEDA  142789,Galaxy,26.8896,36.075,0.015921
2MASX J01494500+3311183,GinCl,27.437504,33.188442,0.03862
NFP J015102.9+363024,Galaxy,27.76217,36.50678,0.04899
LEDA  169974,Galaxy,28.2113,36.1517,0.0184
UGC  1306,GinGroup,27.695171,32.546714,0.037816
MCG+06-05-048,GinCl,28.757896,36.9199,0.0186
2MASX J01492836+3304553,Galaxy,27.368175,33.082053,0.0412
2MASX J01532379+3600436,GinCl,28.349158,36.012139,0.016118
AGC 113949,Galaxy,27.4108,30.6808,0.0246
2MASX J01512641+3556034,GinCl,27.86005,35.934297,0.08104
2MASX J02095625+3456268,Galaxy,32.484375,34.940803,0.046556
2MASX J01585588+3744470,Galaxy,29.732854,37.746392,0.049055
2MASX J01494867+3315413,GinCl,27.452812,33.261494,0.04087
UGC  1641,Galaxy,32.292242,31.994172,0.016702
UGC  1416,Seyfert_2,29.191933,36.886456,0.018273
2MASX J01502423+3620256,Galaxy,27.600967,36.340458,0.016589
2MASX J01500357+3324291,GinCl,27.514912,33.408103,0.03248
UGC  1666,Galaxy,32.702583,34.984475,0.04434
UGC  1338,GinGroup,28.090687,35.796164,0.013673
2MASX J01510379+3547033,Galaxy,27.765817,35.784261,0.08198
2MASX J01511861+3503153,Galaxy,27.827554,35.054261,0.08853
2MASX J01462530+3508573,Galaxy,26.605425,35.149269,0.07652
MCG+06-05-073,GinGroup,29.840796,36.826983,0.016098
2MASX J01481042+3533165,Galaxy,27.043437,35.554606,0.08057
2MASX J01541059+3755214,Galaxy,28.544162,37.922614,0.07483
2MASX J01504897+3230361,Galaxy,27.704054,32.510044,0.038195
NGC   777,Seyfert_2,30.062225,31.429383,0.016708
2MASX J01514608+3311127,GinCl,27.942004,33.186878,0.038826
2MASX J01523406+3603102,GinCl,28.141933,36.052861,0.07706
2MASX J01535511+3033592,Galaxy,28.47965,30.566456,0.07098
2MASX J01515995+3315317,GinCl,27.9998,33.258811,0.08492
2MASX J01513322+3421297,Galaxy,27.888429,34.358253,0.12512
LEDA   74057,Galaxy,29.8946,30.8922,0.0088
LEDA 2085383,Galaxy,28.04,36.7014,0.152
2MASX J01490002+3708265,Galaxy,27.250108,37.140717,0.08216
2MASX J01481337+3208246,Galaxy,27.055712,32.140172,0.03727
IC  171,GinGroup,28.792571,35.281947,0.017792
2MASX J01511020+3237243,Galaxy,27.792504,32.623431,0.038094
2MASS J02075720+3518283,AGN,31.98833,35.30789,0.188
2MASX J01523053+3310461,Galaxy,28.127221,33.179489,0.08653
Mrk 1010,GinGroup,28.74096,35.42047,0.0154
MCG+06-05-046,GinCl,28.751862,36.410175,0.01498
2MASX J01472555+3001138,Galaxy,26.856483,30.020517,0.05077
2MASX J01534778+3444202,Galaxy,28.4491,34.738944,0.12431
2MASX J01532371+3737576,Galaxy,28.348792,37.632694,0.04912
Mrk 1163,Galaxy,24.998171,31.232022,0.027199
AGC 113959,Galaxy,28.5704,31.2281,0.0375
2MASX J02061640+3219081,AGN,31.568346,32.318925,0.032
2MASX J01523694+3639202,Galaxy,28.15395,36.655636,0.11823
2MASX J01482344+3608143,Galaxy,27.097708,36.137311,0.11982
NGC   751,GinPair,29.38746,33.20308,0.018127
AGC 113946,Galaxy,26.2621,30.6122,0.0445
2MASX J01510860+3255593,GinCl,27.785854,32.93315,0.0338
2MASX J01595821+3723320,RadioG,29.992546,37.392242,0.0489
2MASX J01505663+3608413,GinCl,27.735971,36.144822,0.04873
UGC  1644,Galaxy,32.27375,30.31903,0.030521
2MASX J02095053+3528429,Galaxy,32.46055,35.478589,0.04537
MCG+05-05-009,Galaxy,26.728175,31.869856,0.048494
2MASX J01481046+3550276,Galaxy,27.043587,35.841,0.07685
NGC   804,GinGroup,31.008775,30.832814,0.017639
2MASX J01525421+3110456,Galaxy,28.225888,31.179358,0.04001
2MASX J01501874+3348392,Galaxy,27.578121,33.810906,0.12832
2MASX J01511037+3727084,Galaxy,27.793246,37.45235,0.07335
NFP J015416.3+360133,Galaxy,28.56796,36.02594,0.11685
2MASX J01473573+3737245,RadioG,26.898904,37.623489,0.07411
2MASX J01482707+3605522,Galaxy,27.112812,36.097858,0.12205
2MFGC 1282,Galaxy,25.486554,33.262239,0.044694
2MASX J01530483+3635255,GinCl,28.270154,36.590436,0.08396
2MASX J01455550+3346503,LSB_G,26.481283,33.780647,0.07983
NGC   662,RadioG,26.147671,37.695775,0.01886
2MASX J01535930+3331122,Galaxy,28.4971,33.520064,0.08539
2MASX J01481261+3427336,Galaxy,27.052579,34.459336,0.08816
2MASX J01503169+3616067,Galaxy,27.632058,36.268536,0.081
IRAS 01513+3101,Galaxy,28.5642,31.2786,0.033562
AGC 113969,Galaxy,29.8613,30.7275,0.0505
MCG+06-05-061,GinGroup,29.166217,35.592397,0.017539
2MASX J01465338+3323234,Galaxy,26.722437,33.389853,0.037306
2MASX J02024731+3646282,Galaxy,30.697146,36.774514,0.04773
UGC  1387,GinGroup,28.794983,36.260722,0.01514
2MASX J01545085+3241436,Galaxy,28.711896,32.695461,0.07392
LEDA   90564,Galaxy,27.0942,33.8453,0.0192
2MASX J01545149+3627466,RadioG,28.714571,36.462956,0.11769
2MASX J01464318+3501025,Galaxy,26.679946,35.017364,0.07686
LEDA 1932913,Galaxy,31.11267,31.12619,0.016
2MASX J01513352+3330197,GinGroup,27.889679,33.505475,0.037506
2MASX J01515325+3629077,GinCl,27.971887,36.485497,0.01491
MCG+06-04-052,Galaxy,25.091083,37.208233,0.017156
2MASX J01501791+3530292,Galaxy,27.574663,35.508125,0.07558
[MLO2002] B2 0206+35 J020930.3+360033,GinCl,32.3763,36.0092,0.03746
[ZHG90] 0146+3450,GinCl,27.3038,35.0814,0.001686
2MASX J01582986+3629598,Galaxy,29.624454,36.499967,0.013943
2MASX J01544412+3333147,Galaxy,28.683862,33.554086,0.08935
2MASX J01554732+3433150,Galaxy,28.9472,34.554172,0.04303
2MASX J01534134+3128241,Galaxy,28.422275,31.473367,0.033623
2MASX J01551398+3527310,GinCl,28.808258,35.458614,0.019033
2MASX J01495693+3605336,Galaxy,27.487242,36.092675,0.08157
UGC  1361,Galaxy,28.47296,36.58478,0.01916
2MASX J01554309+3354299,Galaxy,28.929546,33.908333,0.03735
2MFGC 1654,LSB_G,32.283862,35.858058,0.09695
MCG+06-05-024,Galaxy,28.011483,36.13105,0.020191
2MASX J01512312+3443143,Galaxy,27.846371,34.720647,0.07124
2MASX J01464089+3621369,Galaxy,26.670392,36.360253,0.09917
2MASX J01545144+3557326,GinCl,28.714346,35.959067,0.009537
2MASX J01514870+3312307,GinCl,27.952958,33.208547,0.09047
2MASX J01504298+3545441,Galaxy,27.679088,35.762272,0.01778
2MASX J01480775+3258598,Galaxy,27.032333,32.983294,0.03821
2MASX J01513246+3552316,GinCl,27.885267,35.875469,0.016455
2MASX J01433731+3031083,Galaxy,25.905479,30.518994,0.0441
NFP J015218.9+355244,Galaxy,28.07879,35.87889,0.09813
2MASX J01512108+3303323,GinCl,27.837871,33.058978,0.090591
MCG+05-05-002,Galaxy,25.714879,31.478167,0.034847
UGC  1667,Galaxy,32.67035,35.136697,0.017722
MCG+06-05-090,GinCl,32.493842,35.720525,0.035938
ABELL 0272,GClstr,28.82954,33.9447,0.0877
V Zw 139 NED08,G,28.77658,33.93373,0.089542
V Zw 139 NED06,G,28.78071,33.91791,0.088471
V Zw 139 NED09,G,28.77129,33.93683,0.086076
MCXC J0155.1+3355,GClstr,28.77608,33.92,0.092
V Zw 139 NED10,G,28.76592,33.93164,0.089849
V Zw 139 NED05,G,28.79428,33.8966,0.088454
V Zw 139 NED01,G,28.81945,33.88823,0.087467
V Zw 139 NED04,G,28.7953,33.88914,0.088411
V Zw 139 NED03,G,28.7979,33.88575,0.090933
V Zw 139 NED02,G,28.80675,33.88225,0.090005
V Zw 139 NED13,G,28.84794,33.85646,0.092914
V Zw 139 NED14,G,28.84648,33.84625,0.083644
V Zw 139 NED12,G,28.70565,33.95479,0.090756
V Zw 139 NED15,G,28.68059,33.87212,0.084328
2MASX J01543211+3344597,G,28.63396,33.75003,0.088415
2MASX J01540588+3352432,G,28.52483,33.87861,0.086772
2MASX J01550757+3337010,G,28.78167,33.61689,0.088359
SDSS J015414.59+333352.7,G,28.56082,33.56465,0.244306
SDSS J015413.97+333159.9,G,28.55821,33.53332,0.177695
FGC 023A,G,28.53183,33.52558,0.030104
2MASX J01540386+3331262,G,28.51612,33.52392,0.085005
GALEXASC J015742.39+335412.7,G,29.42694,33.90303,0.018666
2MASX J01540841+3328282,G,28.53504,33.47458,0.175655
SDSS J015442.61+332016.0,G,28.67755,33.33779,0.209494
[KE93] 24C,G,29.28773,33.39002,0.098
2MASX J01570936+3323182,G,29.28892,33.38839,0.098
2MASX J01542855+3315216,G,28.619,33.25606,0.089395
LEDA 100153,G,28.40157,34.67207,0.125717
2MASX J01520422+3329266,G,28.02137,33.49272,0.099206
SDSS J015439.87+330845.4,G,28.66616,33.14596,0.09071
2MASX J01551881+3307219,G,28.82846,33.12269,0.246231
KUG 0153+328,G,29.00917,33.13406,0.014697
V Zw 129,G,27.93925,33.53739,0.035384
SDSS J015113.35+335136.1,G,27.80564,33.86005,0.208155
ARP 166,GPair,29.38655,33.20673,0.017529
2MASX J01541545+3305411,G,28.5645,33.09469,0.088202
MSCC 078,GClstr,29.08,33.08,0.089
2MFGC 01444,G,28.66079,34.83586,0.089202
PPS2 127,GGroup,29.25295,33.11205,0.015507
2MASX J01542785+3450367,G,28.61621,34.84356,0.123712
USGC U087,GGroup,29.23917,33.09361,0.015721
2MASX J01541377+3303111,G,28.55746,33.05319,0.074887
HDCE 0105,GGroup,29.53667,33.2275,0.016975
LEDA 100150,G,28.23046,34.73802,0.0149
2MFGC 01395,G,27.74833,33.664,0.033316
VI Zw 089,G,28.15521,33.16728,0.089223
RSCG 18,GGroup,29.19837,33.0319,0.015
SDSS J015346.88+330158.2,*,28.44535,33.03284,0.003652
VI Zw 084,G,28.08008,33.2055,0.123434
2MASX J01531530+3304321,G,28.31367,33.07553,0.175307
SDSS J015317.03+330232.7,G,28.32099,33.04242,0.196589
2MASXi J0151518+331222,G,27.96621,33.20637,0.084639
2MASX J01514631+3312467,G,27.94308,33.21294,0.091931
UGC 01472,G,29.99542,34.34306,0.016174
SDSS J015648.81+325634.4,G,29.20339,32.9429,0.248706
2MASX J01554222+3253540,G,28.926,32.89833,0.087122
2MASX J01520271+3306297,G,28.01117,33.10825,0.086861
2MASX J01515754+3307187,G,27.98975,33.12183,0.083848
WHL J020004.2+333026,GClstr,30.0173,33.50719,0.2232
2MASX J01530520+3256336,G,28.27175,32.94264,0.086653
SDSS J015644.18+325226.4,G,29.18409,32.874,0.217927
2MASX J01521540+3301491,G,28.06429,33.03031,0.086164
2MASX J01555730+3249260,G,28.98892,32.82375,0.172958
2MASX J01554159+3248570,G,28.92329,32.81581,0.173305
UGC 01295,G,27.5645,33.49561,0.035401
2MASX J01523344+3257081,G,28.13946,32.95233,0.087478
2MASX J01543643+3247577,G,28.65188,32.79933,0.171671
SDSS J015657.02+324955.5,G,29.2376,32.83209,0.172536
2MASX J01511355+3446523,G,27.80658,34.78128,0.042193
2MASX J01523779+3253021,G,28.15758,32.88397,0.085899
2MASX J01512101+3304253,G,27.83754,33.07375,0.031873
PPS2 122,GGroup,27.67387,33.21065,0.035168
2MASX J01551735+3243429,G,28.82221,32.72864,0.173437
2MASX J01495541+3327401,G,27.48088,33.46119,0.038148
SDSS J015711.06+324647.1,G,29.29612,32.77977,0.048321
2MASX J01534436+3245340,G,28.43496,32.7595,0.107887
KUG 0147+328B,G,27.71334,33.13946,0.0405
2MASX J01504091+3309531,G,27.6705,33.16472,0.0333
2MASX J01504059+3309321,G,27.66913,33.159,0.0345
IC 1735,G,27.71558,33.09233,0.037996
ABELL 0260,GClstr,27.68708,33.09,0.0363
USGC U079,GGroup,27.7775,33.0075,0.035955
IC 1733,G,27.67871,33.08203,0.035641
VI Zw 104,G,28.89888,32.64842,0.090698
2MASX J01580111+3246268,G,29.50467,32.77403,0.206316
2MASX J01492856+3328273,G,27.369,33.47422,0.207244
2MASX J01491077+3339142,G,27.29479,33.65403,0.20412
2MASX J01544039+3238117,G,28.66838,32.63667,0.173075
2MASX J01503781+3302261,G,27.6575,33.04067,0.036168
VI Zw 086,G,28.12467,32.74389,0.102992
CGCG 503-029,G,27.63387,33.04714,0.034007
2MASX J01485145+3350352,G,27.21446,33.84314,0.122493
2MASX J01485659+3340062,G,27.23579,33.66833,0.081874
2MASX J01590899+3251023,G,29.78746,32.85064,0.172584
SDSS J015821.27+324438.2,G,29.58866,32.74396,0.133218
2MASX J01590122+3249373,G,29.75504,32.82703,0.211161
2MASX J01493121+3319023,G,27.38021,33.31731,0.176751
2MASX J01544798+3235206,G,28.69996,32.58894,0.173968
SDSS J015828.20+324456.6,G,29.61753,32.74907,0.169071
CGCG 522-029 NED02,G,28.05929,35.15644,0.084315
2MASX J01490794+3328162,G,27.28312,33.47119,0.100129
CGCG 522-029 NED01,G,28.06413,35.16286,0.085519
GALEXASC J015107.08+325239.9,G,27.77894,32.87736,0.036549
SDSS J015831.72+324403.8,G,29.63221,32.73439,0.139726
SDSS J015119.06+324929.3,G,27.82942,32.82481,0.208708
2MASX J01573323+3237082,G,29.38846,32.61892,0.089332
2MASX J01494141+3308254,G,27.42258,33.14036,0.037539
FGC 0194,G,27.09339,33.84499,0.01929
SDSS J014826.35+334227.5,G,27.10982,33.70765,0.100141
2MASX J01491974+3312113,G,27.33221,33.20319,0.039436
MRK 1010,G,28.74475,35.42281,0.015401
2MASX J01505581+3246241,G,27.73258,32.77342,0.208721
SDSS J015647.36+322914.8,UvS,29.19689,32.48764,0.08641
SDSS J015647.87+322912.4,G,29.19946,32.48678,0.092018
2MASX J01562627+3228184,G,29.10942,32.47183,0.091704
2MASX J01582673+3236023,G,29.61146,32.60064,0.199359
2MASX J01594701+3245477,G,29.94575,32.76325,0.096786
SDSS J014803.89+340740.6,G,27.01623,34.12795,0.186421
2MASX J01545576+3225529,G,28.73233,32.43144,0.171944
SDSS J015625.70+322645.8,G,29.10712,32.44606,0.0924
SDSS J015720.84+322847.0,G,29.33686,32.47974,0.136072
SDSS J015622.76+322603.5,UvS,29.09566,32.43438,0.049523
CGCG 503-025,G,27.30368,33.09578,0.039287
SDSS J015713.92+322807.0,G,29.308,32.46863,0.135939
SDSS J015606.36+322509.4,G,29.0265,32.41928,0.206315
SDSS J015833.10+323351.2,G,29.63796,32.56424,0.231307
SDSS J015633.07+322531.8,UvS,29.13772,32.42569,0.216855
2MASX J01481081+3331235,G,27.04492,33.52317,0.206226
VI Zw 120 NOTES02,G,29.34433,32.45919,0.136598
SDSS J015105.96+323955.0,G,27.77485,32.6653,0.210778
2MASX J01504487+3242551,G,27.687,32.71536,0.10167
2MASX J01510513+3239423,G,27.7715,32.66181,0.209624
SDSS J015622.45+322406.1,G,29.09354,32.4017,0.086279
2MASX J01480882+3328565,G,27.03675,33.48247,0.101017
2MASX J01475522+3339249,G,26.97996,33.65708,0.121696
SDSS J015656.73+322436.2,G,29.23641,32.41006,0.142195
SDSS J015627.98+322319.5,G,29.11659,32.38876,0.238282
VI Zw 039,G,26.96937,33.62356,0.12077
2MASX J01503702+3242031,G,27.65438,32.70081,0.102123
V Zw 113,G,27.35219,34.97347,0.013406
VI Zw 127,G,29.7951,32.56873,0.092167
KUG 0151+352,G,28.54662,35.5348,0.016692
2MASX J01475505+3326179,G,26.97938,33.43839,0.101345
2MASX J01474642+3332109,G,26.94354,33.53636,0.128126
SDSS J015704.42+322057.5,G,29.26844,32.34932,0.070832
2MASX J02014351+3257415,G,30.43133,32.96156,0.037879
WBL 051,GGroup,27.30366,35.03148,0.014
WBL 053,GGroup,27.72197,32.56388,0.03648
SDSS J015759.35+322132.0,RadioS,29.49738,32.35889,0.236632
UGC 01540,G,30.83226,33.632,0.018353
2MASX J01581407+3221452,G,29.55858,32.36269,0.090709
2MASX J01571521+3217292,G,29.31333,32.29153,0.088999
2MASX J02003099+3237463,G,30.12908,32.62956,0.099771
GALEXASC J015051.16+323022.7,G,27.71301,32.50557,0.035241
2MASX J01470584+3344488,G,26.77437,33.74686,0.121023
UGC 01299,G,27.63658,35.35969,0.018343
SDSS J014657.31+334906.3,G,26.7388,33.81843,0.249168
B2 0154+32,G,29.31726,32.2462,0.0891
GALEXASC J015054.47+322717.3,G,27.72664,32.45442,0.035715
2MASX J01572144+3214392,G,29.33929,32.24433,0.092932
2MASX J01571056+3213302,G,29.29408,32.22511,0.090634
ABELL 0278,GClstr,29.35708,32.22389,0.0891
EXG 014645+3222,G,27.41085,32.61457,0.040895
2MASX J02020131+3250125,G,30.50538,32.83675,0.133103
2MASX J01573673+3213222,G,29.40296,32.22283,0.070349
2MASX J02015520+3248115,G,30.48004,32.80322,0.136236
2MASX J01575028+3214027,G,29.45946,32.234,0.088287
2MASX J01572837+3212412,G,29.36821,32.21139,0.088897
2MASX J01572246+3212172,G,29.34354,32.20478,0.091246
2MASX J01585883+3218412,G,29.74517,32.31144,0.216162
SDSS J014932.34+323510.2,G,27.38478,32.58618,0.038686
SDSS J014637.95+334304.8,G,26.65814,33.71801,0.249107
SDSS J014757.87+325802.4,UvS,26.99168,32.96742,0.017186
2MASX J01573783+3211052,G,29.40758,32.18469,0.089485
SDSS J020031.89+322803.2,G,30.13291,32.46756,0.042774
SDSS J020211.22+324745.0,G,30.54679,32.79584,0.135115
UGC 01489,G,30.13713,32.46711,0.043113
PPS2 117,GGroup,27.00265,35.00214,0.017472
2MASX J01473370+3303318,G,26.89037,33.05892,0.091204
2MASX J01594442+3220587,G,29.93521,32.34969,0.134578
VI Zw 032,G,26.82008,33.16081,0.102196
2MASX J01572593+3208522,G,29.35813,32.14781,0.217987
USGC U074,GGroup,26.8725,34.86194,0.018139
2MASX J01470831+3310308,G,26.78471,33.17525,0.098783
2MASX J01573246+3208002,G,29.38533,32.13336,0.086711
2MASX J01584791+3212221,G,29.69963,32.20619,0.135042
2MASX J02030227+3256549,G,30.75958,32.94853,0.137128
[DF2014] 01,G,29.28375,35.80694,0.015317
SDSS J015659.30+320412.4,G,29.24712,32.07012,0.246124
SDSS J015614.39+320244.3,G,29.05997,32.04565,0.132815
SDSS J015440.64+320212.6,G,28.66934,32.03684,0.109643
2MASX J01564732+3202306,G,29.19733,32.04181,0.090836
SDSS J015100.63+321416.3,G,27.75263,32.23788,0.160495
2MASX J01465470+3306284,G,26.72792,33.10797,0.099136
2MASX J01490286+3230362,G,27.26187,32.51011,0.208977
2MASX J01460065+3341183,G,26.50275,33.68844,0.126675
2MASX J01455536+3404183,G,26.48079,34.07175,0.177231
2MASX J01461435+3326504,G,26.55988,33.44731,0.125502
2MASX J02001342+3216257,G,30.05588,32.27375,0.134766
KUG 0155+318A,G,29.62763,32.09448,0.043093
SDSS J015611.72+315701.0,G,29.04887,31.95029,0.218087
2MASX J01500725+3215312,G,27.53025,32.25872,0.17376
AGC 110837,G,26.4075,33.93972,0.018012
SDSS J015215.20+320225.1,G,28.06335,32.04033,0.160427
2MASX J02013498+3224510,G,30.39562,32.41413,0.0384
SDSS J014539.78+334037.0,UvS,26.4164,33.67674,0.080502
2MASX J01565455+3156536,G,29.22725,31.94822,0.090458
2MASX J01454929+3327153,G,26.45542,33.45428,0.162385
2MASX J01573614+3157452,G,29.4005,31.96256,0.038143
UGC 01341,G,28.126,31.98342,0.035875
2MASX J01524908+3157296,G,28.20446,31.95825,0.171647
SDSS J014559.87+331522.0,G,26.49949,33.25613,0.243152
UGC 01258 NED01,G,27.04612,35.3985,0.015
2MASX J02020913+3226265,G,30.53804,32.44072,0.03808
AGC 113954,RadioS,28.24958,31.92583,0.045068
SDSS J015557.32+315219.7,G,28.98885,31.87215,0.218525
SDSS J015645.57+315310.7,*,29.18988,31.88633,0.002442
NGC 0777 GROUP,GGroup,30.1602,32.18044,0.0167
AGC 113968,RadioS,29.75042,32.005,0.017422
2MASX J01453708+3319163,G,26.40458,33.32117,0.120696
AGC 113962,RadioS,28.68125,31.83056,0.03388
2MASX J02002333+3206287,G,30.09708,32.10794,0.175637
2MASX J01472229+3517568,G,26.84275,35.29917,0.0655
2MASX J02014136+3217324,G,30.42229,32.29231,0.136216
PPS2 115,GGroup,26.32382,34.43859,0.017465
2MASX J01490576+3214482,G,27.27392,32.24664,0.173245
PPS2 118,GGroup,27.07962,35.5353,0.013993
2MASX J02045062+3448149,G,31.21096,34.80414,0.0389
SDSS J015530.67+314728.5,G,28.87783,31.79126,0.243007
AGC 113951,RadioS,27.46875,32.11528,0.023583
2MASX J02000499+3201297,G,30.02092,32.02494,0.095234
2MASX J01445122+3350395,G,26.21346,33.84436,0.11312
AGC 113952,RadioS,27.52417,32.06417,0.016842
SDSS J014813.99+322032.1,G,27.05832,32.34226,0.036564
GALEXMSC J015359.47+360651.0,G,28.4961,36.11428,0.01411
2MASX J01585637+3153302,G,29.73479,31.89178,0.070925
UGC 01400,G,29.02196,36.12908,0.017799
2MASX J02044773+3259469,G,31.199,32.99633,0.162166
SDSS J020439.19+325507.1,G,31.1633,32.91865,0.245906
2MASX J01444352+3336590,G,26.18137,33.61639,0.079875
2MASX J01594665+3155197,G,29.94454,31.92211,0.093625
2MASX J01480956+3217345,G,27.03975,32.29294,0.12325
GALEXASC J015439.94+361021.6,G,28.66605,36.17281,0.071072
AGC 122954,RadioS,30.08917,31.96944,0.032929
GALEXMSC J015119.22+360151.8,G,27.8304,36.03133,0.152976
NGC 0704 NED01,G,28.16658,36.12094,0.015778
UGC 01319 NED01,G,27.84323,36.0385,0.019488
NGC 0704,GPair,28.1575,36.12556,0.015778
AGC 113966,RadioS,28.95292,31.69778,0.035591
2MASX J01511006+3151463,G,27.79192,31.86294,0.137937
2MASX J01565885+3142346,G,29.24525,31.70964,0.089712
NGC 0705,G,28.173,36.144,0.015057
LCSB S0285P,G,26.73746,32.50694,0.03896
RSCG 15,GGroup,28.17258,36.14621,0.016
ABELL 0262,GClstr,28.195,36.15139,0.01742
2MASX J01450409+3310495,G,26.26696,33.1805,0.240705
SDSS J015053.21+315211.8,UvS,27.72182,31.8698,0.193474
2MASX J01512606+3149192,G,27.85867,31.82211,0.132284
2MASX J01444594+3320230,G,26.19146,33.33964,0.126847
SDSS J015556.96+314009.6,G,28.98735,31.66935,0.218368
WBL 065,GGroup,31.36508,34.86694,0.014663
SDSS J015131.89+314801.1,G,27.8829,31.80032,0.242262
2MASX J01451117+3303565,G,26.29662,33.06572,0.124948
2MASX J01522533+3144211,G,28.10567,31.73922,0.192098
[ZHG90] 0149+3555,G,28.13502,36.16296,0.017922
LDCE 0115,GGroup,28.4325,36.23111,0.016255
VI Zw 016,G,26.07163,33.65808,0.101325
2MASX J01494881+3156073,G,27.45333,31.93553,0.163275
