MAIN_ID,OTYPE_S,RA_d,DEC_d,Z_VALUE
AGC 113964,RadioS,28.84375,31.62528,0.014964
2MASX J01443141+3321041,G,26.13079,33.35108,0.125092
WBL 054,GGroup,28.16027,36.2129,0.01583
NFP J015321.0+361517,G,28.33725,36.25456,0.014163
2MASX J01594792+3147187,G,29.94954,31.78844,0.094592
2MASX J01435829+3352064,G,25.99296,33.86844,0.080829
2MASX J01574686+3138357,G,29.44533,31.64328,0.232457
SDSS J014737.96+321302.6,*,26.90818,32.21741,0.001253
2MASX J01525968+3137297,G,28.24871,31.62494,0.170931
2MASX J01435315+3353074,G,25.97146,33.88547,0.079386
PPS2 132,GGroup,30.42732,31.98424,0.016505
USGC U099,GTrpl,31.485,34.86361,0.037569
SDSS J014625.32+322743.2,G,26.60553,32.46202,0.199469
SDSS J014502.24+325415.8,G,26.25934,32.90442,0.199601
2MASX J01462066+3228113,G,26.586,32.46981,0.138818
SDSS J020402.48+322401.2,G,31.01035,32.40036,0.134495
2MASX J02033430+3217042,G,30.89292,32.2845,0.050634
2MASX J01590263+3140103,G,29.761,31.6695,0.088747
SDSS J014707.07+321524.5,G,26.77946,32.25683,0.198785
2MASX J01505649+3142111,G,27.73529,31.70314,0.218687
2MASX J02035024+3217321,G,30.95938,32.29228,0.136541
SDSS J020552.70+325439.6,G,31.46959,32.91102,0.239128
SDSS J014416.96+330657.6,G,26.0707,33.11602,0.175584
SDSS J014557.99+322758.7,G,26.49163,32.46631,0.20017
2MFGC 01576,G,30.95763,32.24447,0.05092
SDSS J015635.03+312932.4,G,29.14596,31.49234,0.13372
CGCG 503-054,G,29.06367,31.48427,0.036305
2MASX J01553851+3128109,G,28.9105,31.46978,0.035141
KUG 0155+361,G,29.56579,36.34828,0.01588
HDCE 0109,GGroup,30.335,31.80861,0.017175
AGC 113950,RadioS,27.46083,31.73944,0.032226
2MASX J01523220+3131341,G,28.13417,31.52617,0.245841
2MASX J01445293+3244145,G,26.22046,32.73728,0.199571
2MASX J02053283+3239293,G,31.38679,32.65825,0.137006
2MASX J01434728+3314094,G,25.94708,33.23606,0.175507
SDSS J014557.68+322252.7,G,26.49035,32.38132,0.037784
AGC 122956,RadioS,30.27208,31.74944,0.015948
2MASX J01563413+3126435,G,29.14217,31.4455,0.049311
2MASX J02040435+3213291,G,31.01817,32.22472,0.136204
2MASX J01523517+3129361,G,28.14654,31.49342,0.186031
AGC 113948,RadioS,27.09,31.89222,0.023329
AGC 113953,RadioS,28.0425,31.51167,0.03399
2MASX J01592500+3134255,G,29.85408,31.57375,0.095256
SDSS J015851.33+313135.4,G,29.71391,31.52651,0.223343
[SGW94] 102062,G,27.58783,36.26808,0.081753
VI Zw 110,G,29.15626,31.41997,0.050218
AGC 113967,RadioS,29.24917,31.41694,0.032479
PPS2 124,GGroup,28.76316,36.49819,0.015984
GALEXASC J015149.71+362354.0,G,27.95708,36.39833,0.080385
2MASX J01591854+3131454,G,29.82729,31.52925,0.135458
2MASX J02022340+3150289,G,30.5975,31.84139,0.049985
2MASX J01505344+3621227,G,27.72254,36.35642,0.048727
2MASX J01561737+3122234,G,29.07238,31.37311,0.050701
LCSB S0284P,G,26.66404,32.10842,0.049726
AGC 113955,RadioS,28.33792,31.39389,0.037136
SDSS J020515.62+322323.4,G,31.31512,32.38985,0.076802
SDSS J015436.96+312007.1,G,28.65403,31.33531,0.050496
[SGW94] 102192,G,27.94378,36.46256,0.018223
GALEXASC J015147.03+362800.0,G,27.945,36.46675,0.080385
2MASX J01561620+3119424,G,29.0675,31.32842,0.050711
2MASX J01482713+3145016,G,27.11304,31.75039,0.209624
2MASX J01424067+3341034,G,25.66954,33.68425,0.089048
SDSS J014344.65+325053.2,G,25.93608,32.84813,0.200222
UGC 01361,G,28.47251,36.58508,0.019157
GALEXASC J014733.81+360427.7,G,26.89042,36.07472,0.015794
2MASX J02013071+3136290,G,30.378,31.60808,0.201692
KUG 0151+310B,G,28.56687,31.27808,0.032999
SDSS J014730.78+314939.5,UvS,26.87824,31.82701,0.228062
2MASX J01470088+3153424,G,26.75367,31.89506,0.090896
SDSS J015857.94+312150.8,G,29.74145,31.36414,0.239862
GALEXMSC J015103.12+362933.7,G,27.76335,36.49267,0.076326
2MASX J01545969+3115099,G,28.74883,31.25278,0.084944
WBL 055,GGroup,28.51283,36.62877,0.01642
SDSS J015226.51+311853.2,G,28.11048,31.3148,0.193445
2MASX J01583135+3119384,G,29.63067,31.32733,0.241282
SDSS J014532.30+321049.5,G,26.38462,32.18044,0.103982
2MASX J01564156+3114586,G,29.17321,31.24958,0.133365
2MASX J01573589+3116362,G,29.39963,31.27669,0.19792
MCXC J0200.2+3126,GClstr,30.06875,31.43639,0.0168
SDSS J014656.13+315214.2,G,26.7339,31.87061,0.049204
2MASX J01443374+3224481,G,26.1405,32.41328,0.073915
AGC 113959,RadioS,28.58458,31.22972,0.037479
SDSS J014217.16+333747.9,*,25.57151,33.63,0.001294
2MASX J01595610+3123417,G,29.98371,31.39494,0.091646
NFP J015211.7+363625,G,28.0488,36.60697,0.014236
2MASX J01420604+3408329,G,25.52525,34.14258,0.072344
2MASX J01562119+3112174,G,29.08821,31.20486,0.195908
2MASX J02070977+3512590,G,31.79067,35.21636,0.036002
2MASX J01592718+3119385,G,29.86338,31.32739,0.135445
SDSS J015836.03+311554.4,G,29.65015,31.26512,0.239287
2MASX J01472107+3143358,G,26.83771,31.72658,0.122628
AGC 122959,RadioS,30.56833,31.55028,0.016008
SDSS J014516.47+320338.8,G,26.31864,32.06079,0.035854
SDSS J014144.02+333640.6,G,25.43342,33.61128,0.217334
2MASX J02090066+3413280,G,32.25279,34.22436,0.038376
LDCE 0129,GGroup,30.65125,31.53944,0.016538
VI Zw 165,G,31.50379,32.1793,0.01402
2MASX J01535465+3647250,G,28.47767,36.79025,0.049254
NGC 0732,G,29.11546,36.80222,0.01966
2MASX J01435361+3220514,G,25.97325,32.34761,0.069357
SDSS J015901.44+311017.0,G,29.75601,31.17141,0.223377
2MASX J01563776+3104346,G,29.15737,31.07633,0.159424
SDSS J015219.68+310751.4,G,28.08204,31.13096,0.193855
UGCl 032,GClstr,28.44425,31.07891,0.016278
2MASX J01434714+3221294,G,25.94633,32.35811,0.241641
2MASX J01411798+3347351,G,25.32496,33.79308,0.067567
UGC 01645,G,32.33308,34.26222,0.039357
SDSS J020756.81+324045.2,G,31.98673,32.67924,0.139874
2MASX J02075079+3237504,G,31.96171,32.6305,0.232787
2MASX J01594265+3108476,G,29.92775,31.14658,0.088583
SBS 0153+366,G,29.18896,36.87806,0.0188
2MASX J02071342+3221292,G,31.80596,32.35806,0.180571
RSCG 16,GGroup,28.75207,36.90322,0.018
2MASX J01410787+3420592,G,25.28288,34.34978,0.126488
SDSS J020819.52+324514.0,G,32.08134,32.75391,0.172694
FGC 0250,G,32.39037,33.67792,0.03911
SDSS J014103.97+334137.1,G,25.26656,33.69365,0.208062
SDSS J015509.59+305809.5,G,28.78999,30.96933,0.231984
SDSS J014152.80+325601.1,G,25.47,32.93365,0.101652
SDSS J020742.33+322656.3,G,31.92641,32.44897,0.2332
2MASX J01531027+3654235,G,28.29279,36.90658,0.089045
2MASX J01412976+3307220,G,25.37412,33.12283,0.100701
2MASX J01524959+3653535,G,28.20667,36.89825,0.089475
AGC 122955,RadioS,30.12333,31.15222,0.014854
2MASX J01571999+3058222,G,29.33321,30.97294,0.15732
2MASX J01405089+3409301,G,25.21213,34.15831,0.091686
GALEXASC J014632.92+362129.5,G,26.63761,36.35851,0.016328
2MASX J02033387+3129042,G,30.89125,31.48456,0.108431
SDSS J015905.94+310227.4,G,29.77475,31.04095,0.223582
AGC 122957,RadioS,30.28417,31.18056,0.038443
2MASX J01410803+3312132,G,25.28346,33.20372,0.101553
2MASX J01461980+3132464,G,26.58254,31.54622,0.176127
SDSS J020631.05+315936.1,G,31.62939,31.99337,0.206415
AGC 113945,RadioS,26.055,31.96806,0.036402
2MASX J01555757+3659467,G,28.98983,36.99633,0.018786
2MASX J01430301+3217253,G,25.76258,32.29042,0.241495
2MASX J01403599+3408332,G,25.15004,34.14261,0.019957
2MASX J01595199+3102057,G,29.96658,31.03483,0.090198
2MASX J01591050+3059094,G,29.79371,30.98594,0.175506
2MASX J01571579+3054042,G,29.31571,30.90117,0.158866
2MASX J01403163+3411512,G,25.13183,34.19756,0.127436
SDSS J014055.72+331527.4,G,25.2322,33.25762,0.148703
AGC 113956,RadioS,28.36583,30.89389,0.037376
2MASX J01524675+3659015,G,28.19487,36.98375,0.036819
2MASX J01402856+3416342,G,25.11896,34.27614,0.08114
AGC 113958,RadioS,28.57083,30.86083,0.044641
2MASX J01572108+3052522,G,29.33788,30.88125,0.159954
2MASX J02073417+3212443,G,31.8925,32.21225,0.151176
SDSS J014050.01+331311.8,G,25.20838,33.21997,0.101443
2MASX J01425267+3214433,G,25.71942,32.24531,0.072752
AGC 113963,RadioS,28.82167,30.83306,0.024887
GALEXASC J020827.99+322705.6,G,32.11708,32.45139,0.016825
2MASX J02004025+3101034,G,30.16771,31.01758,0.076847
2MASX J02055623+3143103,G,31.48442,31.71956,0.207753
SDSS J015815.31+305050.5,G,29.56381,30.84736,0.225718
2MASX J02045422+3130229,G,31.22592,31.50636,0.204391
2MASX J02060591+3143560,G,31.52458,31.73211,0.204278
SDSS J020811.91+321629.0,G,32.04964,32.27473,0.179368
2MASX J01475631+3110439,G,26.98467,31.17886,0.171788
2MASX J01555699+3045570,G,28.9875,30.76578,0.134873
2MASX J01580676+3048558,G,29.52812,30.81556,0.13391
2MASX J01472378+3113518,G,26.849,31.23103,0.121953
2MASX J01593731+3053266,G,29.9055,30.89075,0.097006
WBL 058,GGroup,29.01623,37.12761,0.01609
2MASX J01554791+3045320,G,28.94963,30.75892,0.133972
AGC 113971,RadioS,29.90083,30.88667,0.008759
2MASX J01575854+3048128,G,29.49392,30.80353,0.159031
AGC 113960,RadioS,28.59208,30.75806,0.035461
2MASX J01402053+3314371,G,25.08546,33.24372,0.209727
SDSS J015810.61+304754.2,UvS,29.54427,30.79923,0.241181
SDSS J020209.12+310451.2,G,30.53803,31.08091,0.233078
AGC 113970,RadioS,29.89958,30.865,0.008509
2MASX J02000456+3053217,G,30.019,30.88947,0.089175
2MASX J01572054+3044502,G,29.3375,30.75256,0.159146
2MASX J01582793+3047334,G,29.61646,30.79261,0.13371
2MASX J01565929+3044186,G,29.24717,30.73853,0.135501
2MASX J02095982+3255238,G,32.49917,32.92331,0.125322
GALEXASC J015628.60+370954.3,G,29.11794,37.16576,0.049097
2MASX J01394599+3345112,G,24.94171,33.75306,0.071824
2MASX J01580847+3045478,G,29.53542,30.76333,0.136349
2MASX J01575009+3044237,G,29.45875,30.73994,0.139815
UGCl 027,GClstr,25.73981,31.98482,0.027786
2MASX J01404860+3246011,G,25.2025,32.76692,0.207141
2MASX J01445561+3132055,G,26.23183,31.53492,0.242289
2MASX J01410027+3238202,G,25.25117,32.63892,0.206945
AGC 113972,RadioS,29.99208,30.81833,0.014647
2MASX J01581748+3043103,G,29.57296,30.71958,0.091046
SDSS J015916.55+304531.0,G,29.81897,30.75864,0.200815
LQAC 024+033 003,G,24.93004,33.36542,0.24
2MASX J01564479+3039276,G,29.18675,30.65767,0.120615
2MASX J01392676+3344258,G,24.86163,33.74058,0.089726
SDSS J020123.73+305356.0,G,30.3489,30.8989,0.242125
SDSS J015636.89+303802.1,UvS,29.15313,30.63355,0.09389
AGC 113969,RadioS,29.86208,30.73306,0.050475
SDSS J013920.19+334134.1,UvS,24.83466,33.69263,0.072195
2MASX J02103755+3258360,G,32.65658,32.97675,0.179037
2MASX J01452714+3120012,G,26.36304,31.33372,0.04986
SDSS J014309.85+314734.2,G,25.79107,31.79284,0.17967
SDSS J014124.30+321659.2,*,25.35126,32.28313,0.002425
2MASX J02043077+3112190,G,31.12825,31.20519,0.232032
2MASX J01391512+3425078,G,24.81304,34.41878,0.0965
SDSS J020237.67+305710.9,G,30.657,30.95304,0.229547
AGC 122962,RadioS,31.60125,31.51639,0.025448
2MASX J02012945+3050230,G,30.37262,30.83975,0.174584
AGC 113965,RadioS,28.87125,30.57333,0.035101
CGCG 522-115,G,32.16838,35.91955,0.037122
SDSS J014533.87+311541.4,G,26.39113,31.26151,0.2481
UGC 01685,G,32.91054,34.04428,0.020598
VI Zw 139,G,30.40467,30.82733,0.109453
2MASX J01385703+3357221,G,24.73767,33.95608,0.072734
2MASX J01524850+3035026,G,28.20204,30.58414,0.194483
2MASX J02104145+3511581,G,32.67275,35.19953,0.046322
2MASX J02071001+3137030,G,31.79171,31.61758,0.140144
SDSS J015554.23+303212.6,QSO,28.97597,30.53684,0.182678
AGC 122960,RadioS,31.11,31.12778,0.015968
SDSS J020008.84+304125.7,G,30.03684,30.69048,0.236573
SDSS J020754.07+314704.8,G,31.97533,31.78469,0.119438
2MASX J01592371+3038275,G,29.84875,30.64097,0.13539
B2 0206+35:[MLO2002] CLUSTER,GClstr,32.3125,35.825,0.037369
2MASX J01425144+3143594,G,25.71438,31.73325,0.176565
AGC 114023,RadioS,27.70667,30.64139,0.050552
2MASX J02032980+3058042,G,30.87429,30.96786,0.225166
SDSS J014030.12+322640.2,G,25.12553,32.44452,0.240637
2MASX J01401671+3232152,G,25.06975,32.5375,0.239568
KUG 0208+345,G,32.87367,34.8165,0.045295
2MASX J01591428+3035444,G,29.8095,30.59569,0.136332
SDSS J020802.07+314508.8,G,32.00865,31.75245,0.226844
SBS 0136+328,G,24.80229,33.11806,0.020781
2MASXi J0140209+322836,G,25.08713,32.47675,0.036701
WBL 059,GGroup,29.06743,37.41082,0.01761
2MASX J01454750+3106423,G,26.44796,31.11181,0.217531
2MASX J01420318+3152019,G,25.51325,31.86725,0.241656
AGC 113949,RadioS,27.41125,30.6825,0.024617
V Zw 191,GPair,32.4175,35.79556,0.0363
2MASX J01594588+3035296,G,29.94121,30.59167,0.136621
2MASX J01523945+3030066,G,28.16446,30.50186,0.123174
KUG 0208+324,G,32.74958,32.73061,0.039344
2MASX J01383067+3417314,G,24.62779,34.29206,0.179256
AGC 122953,RadioS,32.29667,32.00361,0.045782
2MASX J01432045+3131045,G,25.83529,31.51792,0.122983
SDSS J013827.69+334922.1,G,24.61538,33.82281,0.199183
2MASXi J0147598+304714,G,26.99946,30.78724,0.123098
2MASX J01395702+3230022,G,24.98754,32.50061,0.092187
V Zw 085,GTrpl,25.1225,32.24917,0.0654
SDSS J014027.81+321509.8,G,25.1159,32.25273,0.065273
CGCG 522-085,G,29.40704,37.45636,0.018303
SDSS J020214.05+304255.7,G,30.55854,30.71548,0.161551
SDSS J020948.40+320632.6,UvS,32.45168,32.10908,0.123231
SDSS J014346.78+312124.6,G,25.94493,31.35684,0.171569
2MASX J01381541+3418284,G,24.56417,34.30783,0.178862
SDSS J021123.69+324720.9,QSO,32.84873,32.78916,0.104207
2MASX J01561469+3023434,G,29.06129,30.39542,0.092846
SDSS J013827.08+332206.1,G,24.61287,33.36838,0.015253
IC 1718,G,24.61146,33.36653,0.015147
AGC 122963,RadioS,31.78875,31.40167,0.04405
2MASX J02113734+3507484,G,32.90554,35.13019,0.04895
GALEXASC J014041.73+320719.2,G,25.17417,32.12194,0.026815
2MASX J01433433+3122044,G,25.89304,31.36794,0.123549
SDSS J020813.87+313723.2,G,32.0578,31.62312,0.171789
AGC 122964,RadioS,31.96833,31.53861,0.015834
SDSS J015625.37+302211.5,UvS,29.10553,30.3695,0.092756
SDSS J020624.13+311322.3,G,31.60057,31.22288,0.161849
2MASX J01401232+3215282,G,25.05133,32.25783,0.207041
SDSS J014433.65+310913.6,G,26.14024,31.15379,0.242179
2MASX J02021575+3039349,G,30.56567,30.65975,0.16189
2MASX J01432793+3120494,G,25.86642,31.34708,0.122867
2MASX J02005405+3032273,G,30.22525,30.54097,0.161791
2MASX J01500200+3031071,G,27.50829,30.51864,0.202672
UGC 01166,G,24.64496,34.99211,0.015961
2MASX J01420165+3139499,G,25.507,31.66386,0.241595
2MASX J02110842+3228142,G,32.78513,32.47067,0.16579
2MASX J01393079+3227338,G,24.87842,32.45944,0.24196
SDSS J013755.78+333748.9,G,24.48243,33.63026,0.246472
AGC 122966,RadioS,32.36583,31.85778,0.021742
AGC 113938,RadioS,25.26625,31.87833,0.022199
2MASX J02104975+3218101,G,32.70733,32.30269,0.208287
2MASX J01555727+3018270,G,28.98862,30.30739,0.091307
2MASX J02091977+3147099,G,32.33246,31.78606,0.138223
2MASX J01440533+3109584,G,26.02238,31.16622,0.09208
SDSS J021143.80+323909.2,*,32.9325,32.65257,0.001083
SDSS J014830.43+303421.5,G,27.12682,30.57267,0.222182
FGC 0242,G,31.61433,31.11872,0.012939
2MASX J02103486+3207140,G,32.64521,32.12067,0.186522
MRK 1160,G,24.62773,35.2128,0.015968
KUG 0135+345,G,24.49312,34.82283,0.015511
SDSS J020738.88+311859.9,G,31.912,31.31667,0.17573
SDSS J013728.83+340500.3,G,24.37014,34.08343,0.15304
SDSS J014756.47+303517.3,G,26.98529,30.58817,0.202466
SDSS J014210.51+312806.6,G,25.54381,31.46853,0.17145
SDSS J015852.77+301830.0,G,29.71992,30.30833,0.240915
SDSS J020124.88+302734.3,G,30.35367,30.45954,0.234904
SDSS J015705.37+301451.1,G,29.27241,30.24754,0.136921
SDSS J020614.18+310108.0,G,31.55911,31.0189,0.245106
AGC 122967,RadioS,32.51583,31.86528,0.046135
2MASX J01371775+3413448,G,24.32396,34.22908,0.211075
2MASX J02074602+3115584,G,31.94187,31.26622,0.182038
SDSS J015334.27+301231.6,G,28.3928,30.2088,0.207675
VI Zw 153,G,30.76955,30.55145,0.071349
NGC 0634,G,24.57775,35.36483,0.016428
2MASX J01370632+3357098,G,24.27625,33.95264,0.099375
2MASX J01371664+3433488,G,24.31929,34.5635,0.127525
AGC 122958,RadioS,30.41667,30.41167,0.015004
2MASX J01370815+3419388,G,24.28392,34.32742,0.081449
GALEXASC J013713.71+343110.3,G,24.3075,34.52,0.01949
2MASX J01492504+3022203,G,27.35433,30.37236,0.134729
SDSS J013753.80+325326.4,G,24.4742,32.89068,0.245959
AGC 113941,RadioS,25.40667,31.4875,0.035828
SDSS J014157.62+312421.9,G,25.49009,31.4061,0.06293
2MASX J01370287+3352018,G,24.26187,33.86711,0.102635
KUG 0134+347,G,24.40708,34.99115,0.017616
2MASX J02125505+3505241,G,33.22927,35.09012,0.046772
2MASX J01373595+3301280,G,24.39992,33.02442,0.162545
2MASX J01370096+3421028,G,24.254,34.35086,0.093536
2MASX J01541001+3008332,G,28.54183,30.14264,0.1381
2MASX J01371297+3320548,G,24.30404,33.34867,0.072152
2MASX J02134081+3347121,G,33.42,33.78675,0.049668
HDCE 0085,GTrpl,24.47625,35.28972,0.016535
SDSS J021229.67+323640.1,G,33.12365,32.61115,0.201578
2MASX J01510716+3012243,G,27.77979,30.20675,0.192464
AGC 113939,RadioS,25.36583,31.43361,0.035931
SDSS J020009.74+301354.5,G,30.04061,30.23181,0.048773
UGC 01712,G,33.45133,33.59928,0.016948
2MASX J01561610+3005314,G,29.06708,30.09206,0.22709
2MASX J02080458+3110064,G,32.01913,31.1685,0.054391
2MASX J02113629+3207523,G,32.90129,32.13136,0.208172
SDSS J015611.63+300443.4,G,29.04848,30.07873,0.226813
2MASX J02125826+3244221,G,33.24275,32.73953,0.213702
2MASX J01564173+3004146,G,29.17392,30.07069,0.119804
UGC 01160,G,24.51529,32.49414,0.018166
AGC 122969,RadioS,32.66208,31.74417,0.025965
KUG 0136+317,G,24.77246,32.03833,0.035254
SDSS J015210.03+300558.2,G,28.0418,30.09952,0.229743
UGC 01158,G,24.4175,32.65503,0.044571
2MASX J02110212+3150590,G,32.75888,31.84978,0.186404
SDSS J014556.50+303433.3,G,26.48542,30.57593,0.20031
2MASX J01392982+3151478,G,24.87442,31.86331,0.182283
2MASX J01370589+3258588,G,24.27463,32.98294,0.205271
SDSS J020345.71+302716.6,G,30.94046,30.45462,0.221024
2MASX J01443300+3044551,G,26.13746,30.74864,0.111786
2MASX J01534401+3002071,G,28.43333,30.03528,0.138061
SDSS J020401.77+302845.4,G,31.00741,30.47929,0.193347
SDSS J020135.67+301506.3,UvS,30.39791,30.25145,0.186432
2MASX J02090042+3115440,G,32.25183,31.26225,0.154619
SDSS J013951.71+314254.2,G,24.96549,31.71508,0.239396
2MASX J01363060+3326260,G,24.12742,33.4405,0.100059
KUG 0133+344 NED02,G,24.14858,34.74331,0.072
KUG 0133+344 NED01,G,24.14774,34.74192,0.072
2MASX J01361816+3348005,G,24.07575,33.80025,0.092148
FGC 0178,G,24.50742,32.35167,0.043225
2MASX J01471229+3022518,G,26.80112,30.38103,0.122947
USGC U068,GGroup,24.27458,35.20778,0.016431
2MASX J01413375+3114290,G,25.39083,31.24136,0.123961
2MASX J01361358+3339545,G,24.05667,33.66531,0.194516
SDSS J015047.63+300429.1,G,27.69847,30.07476,0.224302
AGC 113946,RadioS,26.265,30.59833,0.044464
2MASX J01360564+3411445,G,24.0235,34.19564,0.078009
SDSS J021047.45+313751.9,G,32.69774,31.63108,0.13637
VI Zw 035,G,26.89513,37.61906,0.0744
2MASX J02073524+3053453,G,31.89688,30.89597,0.140567
FGC 0252,G,32.57958,36.52036,0.025578
2MASX J02125049+3220151,G,33.21042,32.33747,0.202036
SDSS J021312.94+323101.9,G,33.30395,32.5172,0.214255
2MASX J02125475+3221411,G,33.22825,32.36139,0.202221
X-CLASS 1774,GClstr,29.333,37.943,0.24
XMMXCS J0157.3+3756,GClstr,29.33125,37.94394,0.24
2MASX J02033165+3019042,G,30.88188,30.31786,0.089209
2MASX J02125341+3219031,G,33.22263,32.31753,0.070802
2MFGC 01474,G,29.17208,37.96108,0.049101
UGC 01359,G,28.42604,29.93317,0.025544
SDSS J015342.30+295550.2,G,28.42627,29.93063,0.02524
NGC 0614,G,23.96775,33.68189,0.017215
UGC 01284,G,27.503,30.05311,0.047796
SDSS J013920.81+313856.4,UvS,24.83668,31.64887,0.239669
SDSS J014328.39+304409.7,UvS,25.8692,30.7354,0.05084
2MASX J01470581+3016018,G,26.77433,30.26719,0.134518
2MASX J02133884+3232411,G,33.41188,32.54472,0.214307
2MASX J02103391+3125170,G,32.64133,31.4215,0.048
AGC 113937,RadioS,24.97458,31.45444,0.027205
2MASX J02061444+3033511,G,31.56017,30.56414,0.078889
SDSS J014302.57+304529.0,G,25.76072,30.75807,0.15722
NGC 0621,G,24.20442,35.51219,0.017219
AGC 114064,RadioS,28.99625,29.83333,0.025588
SDSS J015559.58+294958.0,UvS,28.99904,29.83246,0.02581
2MASX J01353328+3428042,G,23.88863,34.46789,0.094152
2MASX J01520392+2953007,G,28.01638,29.88353,0.124147
2MASX J01491800+3001273,G,27.32517,30.02425,0.178678
2MASX J01352769+3348052,G,23.86546,33.80153,0.100114
SDSS J021144.55+314047.5,G,32.93566,31.67989,0.149851
PPS2 109,GGroup,24.09465,35.30981,0.016134
2MASX J02015503+3003325,G,30.47925,30.05897,0.095669
USGC U090,GTrpl,30.10792,37.94472,0.013783
USGC U067,GTrpl,23.85917,33.75389,0.017252
NGC 0608,G,23.86767,33.65672,0.017022
AGC 114065,RadioS,29.00583,29.81389,0.025871
2MASX J01411317+3103412,G,25.30487,31.0615,0.191665
2MASX J01352360+3345202,G,23.84846,33.75556,0.212315
AGC 113957,RadioS,28.38458,29.82083,0.014777
LCSB S0283P,G,26.5875,30.25878,0.123748
KUG 0212+335A,G,33.82021,33.77325,0.04267
2MASX J01351877+3358402,G,23.82825,33.97781,0.18022
2MASX J01404441+3108582,G,25.18504,31.14947,0.071989
2MASX J01351503+3400352,G,23.81267,34.00969,0.11527
SDSS J013514.85+341120.7,*,23.81191,34.18911,0.001275
2MASX J01540142+2947213,G,28.50587,29.78928,0.138188
PPS2 110,GGroup,23.81453,33.81868,0.016468
2MASX J01543436+2946492,G,28.64329,29.78036,0.166157
2MASX J02063870+3031530,G,31.66133,30.53144,0.170837
2MASXi J0150221+295424,G,27.59217,29.90676,0.2068
UGC 01131,G,23.81892,34.47206,0.016965
SDSS J020811.50+304617.0,UvS,32.04679,30.77193,0.208407
2MASX J02070672+3035240,G,31.77808,30.59008,0.091739
SDSS J020626.94+302913.6,G,31.61226,30.48714,0.141482
UGC 01599,G,31.70465,37.41701,0.015311
PPS2 145,GGroup,32.75616,31.37671,0.016725
2MASX J01353962+3304472,G,23.915,33.07978,0.183097
USGC U107,GTrpl,32.76667,31.38028,0.016948
2MASX J02041315+3012081,G,31.05483,30.20228,0.150103
CGCG 503-070,G,30.12346,29.89894,0.038413
IC 0179,G,30.04792,38.02133,0.01404
2MASX J01562800+2945208,G,29.11671,29.75581,0.165047
UGC 01682,G,32.89487,31.50986,0.016621
SDSS J020213.93+300021.7,G,30.55805,30.00605,0.236593
2MASX J01350896+3337213,G,23.78738,33.62253,0.085897
SDSS J015205.15+294746.4,G,28.02148,29.79624,0.218136
2MASX J01354729+3253351,G,23.947,32.89308,0.071491
2MASX J02132044+3204021,G,33.33529,32.06719,0.120619
CGCG 521-048,G,23.74162,33.92361,0.017699
2MASX J02113078+3126504,G,32.87829,31.44736,0.161073
2MASX J02072826+3034463,G,31.86771,30.57958,0.070635
SDSS J021443.45+324259.6,G,33.68107,32.71657,0.231567
2MASX J02084621+3047501,G,32.19242,30.79725,0.161584
AGC 113943,RadioS,25.89833,30.50333,0.031849
KUG 0209+313B,G,33.026,31.5895,0.029213
UGC 01311,G,27.75562,29.80144,0.014523
SDSS J014527.24+301505.2,UvS,26.36346,30.25153,0.097763
AGC 111326,RadioS,25.88292,30.50889,0.044147
UGC 01125,G,23.706,34.03478,0.01486
KUG 0209+313A,G,33.00017,31.54397,0.04536
CGCG 522-139,G,33.53587,35.71922,0.036812
2MASX J02144362+3238554,G,33.68171,32.64878,0.1633
2MASX J02031154+3001279,G,30.79812,30.02433,0.109934
2MASX J02082743+3042011,G,32.11429,30.70036,0.141003
MRK 1159,G,23.82292,33.05064,0.068864
AGC 122968,RadioS,32.6125,31.10139,0.016992
2MASX J02031239+3000379,G,30.80171,30.01053,0.110834
UGC 01701,G,33.19179,36.30344,0.036582
KUG 0206+367,G,32.49581,37.00768,0.025221
2MASX J01344190+3354575,G,23.67458,33.916,0.195226
KUG 0212+335B,G,33.98042,33.81071,0.032126
2MASX J01523023+2942291,G,28.12583,29.70814,0.124462
AGC 113935,RadioS,24.64375,31.51194,0.050368
2MASX J02155580+3340068,G,33.98248,33.66853,0.042796
2MASX J01574515+2940552,G,29.43808,29.68203,0.164534
2MASX J01345346+3318463,G,23.72271,33.31281,0.086056
UGC 01729,G,33.7675,32.72486,0.01482
SDSS J014903.85+295103.7,G,27.26604,29.85105,0.221238
2MASX J02062402+3020111,G,31.60004,30.33633,0.170072
SDSS J013743.53+314412.7,G,24.43139,31.73689,0.214938
GALEXASC J021002.50+370214.4,G,32.51023,37.03729,0.025394
2MASX J01571689+2939292,G,29.32042,29.65808,0.164991
2MASX J01591270+2942587,G,29.80296,29.71633,0.166661
2MASX J01384858+3123142,G,24.70246,31.38739,0.239763
SDSS J015734.96+293928.1,G,29.39568,29.65781,0.165374
SDSS J021004.66+305716.3,G,32.51945,30.95455,0.160459
CGCG 521-053,G,23.91054,35.46707,0.017132
UGC 01152,G,24.23429,31.98531,0.022072
MRK 1158,GPair,23.74733,35.03947,0.015294
2MASX J01351453+3250172,G,23.81067,32.83803,0.071739
SDSS J013716.95+314947.8,G,24.32063,31.82996,0.177882
2MASX J01480083+2953270,G,27.00362,29.89089,0.122828
SDSS J021456.56+323117.8,G,33.73567,32.52163,0.202368
AGC 123071,RadioS,30.93875,29.98611,0.025831
2MASX J02095366+3051489,G,32.47371,30.86364,0.162316
