,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,tot_flux,peak_flux,brightest_pix,max_loc,elongation,detection_size,dist,nx,ny,n_vel,nx_kpc,ny_kpc,file,true_positive_mocks,hi_mass,asymmetry,overlap_area,area_gt,mos_name
378,379,78.0,1289.6666666666667,624.0,78,1289,623,79,1291,626,3,28.382749557495117,28.382749557495117,9.81544303894043,"[78, 1289, 625]",19.281470067903932,6,459.3365835230689,2,3,7.7292897808436924,26.723119867980476,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3739044020245918.5,,,,1245mosH
379,380,78.0,1290.5,813.5,78,1290,813,79,1292,815,2,12.1703519821167,12.1703519821167,6.398150444030762,"[78, 1291, 813]",inf,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1607509834271211.2,,,,1245mosH
380,381,78.0,1291.8,755.8,78,1291,755,79,1294,758,5,38.76490020751953,38.76490020751953,8.42518424987793,"[78, 1291, 756]",8.333333333333329,9,459.3365835230689,3,3,7.7292897808436924,40.08467985850076,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5133700871544411.0,,,,1245mosH
381,382,78.0,1294.0,640.0,78,1294,640,79,1295,641,1,8.870924949645996,8.870924949645996,8.870924949645996,"[78, 1294, 640]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1177874910260362.2,,,,1245mosH
382,383,78.0,1299.0,744.0,78,1298,743,79,1301,746,3,27.353961944580078,27.353961944580078,10.064162254333496,"[78, 1299, 744]",inf,9,459.3365835230689,3,3,7.7292897808436924,40.08467985850076,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3641547219311903.0,,,,1245mosH
383,384,78.0,1302.0,629.1111111111111,78,1300,627,79,1305,633,9,78.70626831054688,78.70626831054688,10.896236419677734,"[78, 1303, 628]",29.860028932749795,30,459.3365835230689,5,6,7.7292897808436924,66.80780006566158,80.16936032752615,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1.0505275763241114e+16,,,,1245mosH
384,385,78.0,1302.0,606.0,78,1302,606,79,1303,607,1,4.9321746826171875,4.9321746826171875,4.9321746826171875,"[78, 1302, 606]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,660033657277138.0,,,,1245mosH
385,386,78.0,1308.5,809.5,78,1308,809,79,1310,811,2,18.37302589416504,18.37302589416504,9.443601608276367,"[78, 1308, 810]",inf,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2465102004809308.0,,,,1245mosH
386,387,78.0,1310.3333333333333,750.3333333333334,78,1310,750,79,1312,752,3,29.021995544433594,29.021995544433594,11.8018217086792,"[78, 1310, 750]",3.0000000000000004,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3903958022320572.5,,,,1245mosH
387,388,78.0,1311.0,719.0,78,1311,719,79,1312,720,1,5.7893829345703125,5.7893829345703125,5.7893829345703125,"[78, 1311, 719]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,780784000408969.6,,,,1245mosH
388,389,78.0,1319.0,628.0,78,1318,627,79,1321,630,3,28.455120086669922,28.455120086669922,11.101092338562012,"[78, 1320, 627]",inf,9,459.3365835230689,3,3,7.7292897808436924,40.08467985850076,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3847484798897433.5,,,,1245mosH
389,390,78.0,1318.0,738.0,78,1318,738,79,1319,739,1,6.622226715087891,6.622226715087891,6.622226715087891,"[78, 1318, 738]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,897708950086388.6,,,,1245mosH
390,391,78.0,1322.0,733.0,78,1322,733,79,1323,734,1,6.10690975189209,6.10690975189209,6.10690975189209,"[78, 1322, 733]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,829975289552881.4,,,,1245mosH
391,392,78.0,1324.0,620.25,78,1323,619,79,1326,622,4,34.002830505371094,34.002830505371094,9.15467643737793,"[78, 1324, 620]",12.9645331526228,9,459.3365835230689,3,3,7.7292897808436924,40.08467985850076,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4633061239879380.0,,,,1245mosH
392,393,78.0,1328.0,637.5,78,1326,635,79,1331,641,6,52.62030792236328,52.62030792236328,9.449535369873047,"[78, 1328, 637]",124.03360433545062,30,459.3365835230689,5,6,7.7292897808436924,66.80780006566158,80.16936032752615,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,7188078756533306.0,,,,1245mosH
393,394,78.0,1328.3333333333333,773.3333333333334,78,1328,773,79,1330,775,3,22.92796516418457,22.92796516418457,9.335806846618652,"[78, 1329, 773]",3.0000000000000004,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3139992698077512.5,,,,1245mosH
394,395,78.0,1329.8333333333333,800.8333333333334,78,1328,799,79,1332,804,6,45.83852767944336,45.83852767944336,10.307140350341797,"[78, 1328, 803]",40.53593659237459,20,459.3365835230689,4,5,7.7292897808436924,53.44623991685713,66.80780006566158,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6293534704846779.0,,,,1245mosH
395,396,78.0,1330.3333333333333,743.3333333333334,78,1330,743,79,1332,745,3,29.452213287353516,29.452213287353516,11.854281425476074,"[78, 1330, 743]",3.0000000000000004,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4053965355462786.5,,,,1245mosH
396,397,78.0,1334.0,628.5,78,1334,628,79,1335,630,2,13.02480697631836,13.02480697631836,7.692043304443359,"[78, 1334, 628]",inf,2,459.3365835230689,1,2,7.7292897808436924,13.361559922684226,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1797333651887612.2,,,,1245mosH
397,398,78.0,1337.2,646.4,78,1336,645,79,1339,649,5,43.271400451660156,43.271400451660156,11.896860122680664,"[78, 1338, 645]",19.28147006790397,12,459.3365835230689,3,4,7.7292897808436924,40.08467985850076,53.44623991685713,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5986195717655723.0,,,,1245mosH
398,399,78.0,1340.0,809.0,78,1340,809,79,1341,810,1,8.16897201538086,8.16897201538086,8.16897201538086,"[78, 1340, 809]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1132940773890707.8,,,,1245mosH
399,400,78.0,1343.5,748.0,78,1342,747,79,1346,750,6,59.32556915283203,59.32556915283203,10.747653007507324,"[78, 1343, 748]",12.964533152622803,12,459.3365835230689,4,3,7.7292897808436924,53.44623991685713,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,8248383195677820.0,,,,1245mosH
400,401,78.0,1343.5,804.5,78,1343,804,79,1345,806,2,13.46379566192627,13.46379566192627,6.874151706695557,"[78, 1344, 804]",inf,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1876630573854249.0,,,,1245mosH
401,402,78.0,1350.0,793.0,78,1350,793,79,1351,794,1,5.3466477394104,5.3466477394104,5.3466477394104,"[78, 1350, 793]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,747092760495346.0,,,,1245mosH
402,403,78.0,1354.5,783.0,78,1354,782,79,1356,785,4,27.262405395507812,27.262405395507812,7.766324043273926,"[78, 1355, 783]",6.854101966249685,6,459.3365835230689,2,3,7.7292897808436924,26.723119867980476,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3818880958015675.5,,,,1245mosH
403,404,78.0,1379.0,795.0,78,1379,795,79,1380,796,1,6.286123752593994,6.286123752593994,6.286123752593994,"[78, 1379, 795]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,882736724222156.2,,,,1245mosH
404,405,78.0,1386.0,781.6,78,1385,780,79,1388,784,5,36.54206466674805,36.54206466674805,8.72803783416748,"[78, 1385, 782]",15.56910355952676,12,459.3365835230689,3,4,7.7292897808436924,40.08467985850076,53.44623991685713,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5144166329836009.0,,,,1245mosH
405,406,84.25,1390.5263157894738,803.2894736842105,78,1388,799,91,1394,808,76,511.1573791503906,511.1573791503906,9.28396987915039,"[86, 1391, 802]",12.732955174954016,702,458.5244789767979,6,9,100.48076715096799,80.02762134062843,120.04143353455575,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,7.189272402714852e+16,,,,1245mosH
406,407,78.0,1404.5,805.5,78,1404,805,79,1406,807,2,14.571088790893555,14.571088790893555,7.808955669403076,"[78, 1405, 805]",inf,4,459.3365835230689,2,2,7.7292897808436924,26.723119867980476,26.723119867980476,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2061357428862332.5,,,,1245mosH
407,408,78.0,1405.0,776.0,78,1405,776,79,1406,777,1,8.325408935546875,8.325408935546875,8.325408935546875,"[78, 1405, 776]",,1,459.3365835230689,1,1,7.7292897808436924,13.361559922684226,13.361559922684226,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1180681180924386.2,,,,1245mosH
408,409,78.0,1436.0,804.0,78,1435,803,79,1438,806,3,17.019554138183594,17.019554138183594,6.445136070251465,"[78, 1435, 805]",inf,9,459.3365835230689,3,3,7.7292897808436924,40.08467985850076,40.08467985850076,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2419571039181433.5,,,,1245mosH
409,410,79.0,1143.0,751.0,79,1143,751,80,1144,752,1,4.211233139038086,4.211233139038086,4.211233139038086,"[79, 1143, 751]",,1,459.20121344638824,1,1,7.7292897808436924,13.357622166676563,13.357622166676563,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,599813760886868.1,,,,1245mosH
410,411,80.0,1096.0,748.0,80,1096,748,81,1097,749,1,8.855354309082031,8.855354309082031,8.855354309082031,"[80, 1096, 748]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1263651642734663.8,,,,1245mosH
411,412,80.0,1102.0,708.0,80,1102,708,81,1103,709,1,9.386412620544434,9.386412620544434,9.386412620544434,"[80, 1102, 708]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1342692180573644.8,,,,1245mosH
412,413,80.0,1104.5,759.5,80,1104,759,81,1106,761,2,17.033409118652344,17.033409118652344,9.624795913696289,"[80, 1105, 759]",inf,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2442481210365555.0,,,,1245mosH
413,414,80.0,1114.4,712.8,80,1114,712,81,1116,715,5,41.59465789794922,41.59465789794922,10.334746360778809,"[80, 1114, 712]",2.9999999999999996,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5978848238195676.0,,,,1245mosH
414,415,80.0,1118.3333333333333,736.0,80,1118,735,81,1120,738,3,21.356426239013672,21.356426239013672,7.93497896194458,"[80, 1118, 736]",19.281470067903932,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3077203933289082.0,,,,1245mosH
415,416,80.0,1119.0,705.0,80,1119,705,81,1120,706,1,9.634458541870117,9.634458541870117,9.634458541870117,"[80, 1119, 705]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1391554579804934.0,,,,1245mosH
416,417,80.0,1123.0,699.0,80,1123,699,81,1124,700,1,6.886962413787842,6.886962413787842,6.886962413787842,"[80, 1123, 699]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,997110684305860.8,,,,1245mosH
417,418,80.0,1141.0,776.5,80,1141,776,81,1142,778,2,16.291690826416016,16.291690826416016,9.712512016296387,"[80, 1141, 776]",inf,2,459.06585109817763,1,2,7.7292897808436924,13.353684635480988,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2364406019301383.5,,,,1245mosH
418,419,80.0,1147.5,738.5,80,1147,737,81,1149,741,4,28.535348892211914,28.535348892211914,8.262565612792969,"[80, 1148, 737]",33.970562748477136,8,459.06585109817763,2,4,7.7292897808436924,26.70736929356067,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4151230219519093.0,,,,1245mosH
419,420,80.0,1149.0,788.0,80,1149,788,81,1150,789,1,6.348771095275879,6.348771095275879,6.348771095275879,"[80, 1149, 788]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,925802952310203.1,,,,1245mosH
420,421,80.0,1154.0,699.0,80,1154,699,81,1155,700,1,4.3882975578308105,4.3882975578308105,4.3882975578308105,"[80, 1154, 699]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,641442551007885.0,,,,1245mosH
421,422,80.0,1157.0,775.5,80,1157,775,81,1158,777,2,21.725906372070312,21.725906372070312,11.6718111038208,"[80, 1157, 775]",inf,2,459.06585109817763,1,2,7.7292897808436924,13.353684635480988,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3183244341343890.0,,,,1245mosH
422,423,80.0,1159.0,773.0,80,1159,773,81,1160,774,1,11.761428833007812,11.761428833007812,11.761428833007812,"[80, 1159, 773]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1727348847375823.0,,,,1245mosH
423,424,80.0,1165.0,597.0,80,1165,597,81,1166,598,1,8.108993530273438,8.108993530273438,8.108993530273438,"[80, 1165, 597]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1193747328300665.5,,,,1245mosH
424,425,80.0,1175.5,771.5,80,1175,771,81,1177,773,2,22.989561080932617,22.989561080932617,12.224884033203125,"[80, 1176, 771]",inf,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3392338739447502.5,,,,1245mosH
425,426,80.0,1177.0,769.0,80,1177,769,81,1178,770,1,11.90572738647461,11.90572738647461,11.90572738647461,"[80, 1177, 769]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1760942337805964.8,,,,1245mosH
426,427,80.0,1177.0,794.0,80,1177,794,81,1178,795,1,5.690258979797363,5.690258979797363,5.690258979797363,"[80, 1177, 794]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,843605708660652.9,,,,1245mosH
427,428,80.0,1181.0,763.0,80,1181,763,81,1182,764,1,11.693831443786621,11.693831443786621,11.693831443786621,"[80, 1181, 763]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1737721604903303.2,,,,1245mosH
428,429,80.0,1187.5,587.5,80,1187,587,81,1189,589,2,14.759360313415527,14.759360313415527,8.013925552368164,"[80, 1188, 587]",inf,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2198388428322196.5,,,,1245mosH
429,430,85.23684210526316,1188.8684210526317,800.1052631578947,80,1188,799,90,1191,803,38,195.234375,195.234375,7.332736492156982,"[86, 1189, 799]",inf,120,458.38915526101084,3,4,77.29289780843692,40.002001143293256,53.336001629696135,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2.9065986054363972e+16,,,,1245mosH
430,431,80.0,1191.5,605.0,80,1191,604,81,1193,607,4,42.200958251953125,42.200958251953125,14.68465805053711,"[80, 1192, 604]",6.854101966249685,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6315084772285189.0,,,,1245mosH
431,432,80.0,1194.25,623.0,80,1193,622,81,1196,625,4,30.843828201293945,30.843828201293945,10.414227485656738,"[80, 1195, 622]",12.9645331526228,9,459.06585109817763,3,3,7.7292897808436924,40.061053996837735,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4626276982249045.0,,,,1245mosH
432,433,85.08333333333333,1194.84375,734.9375,80,1192,731,91,1198,738,96,783.1862182617188,783.1862182617188,11.974261283874512,"[82, 1197, 731]",5.260234544459994,462,458.38915526101084,6,7,85.02218758928062,80.00400289585188,93.3380037207355,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1.1741219917911157e+17,,,,1245mosH
433,434,80.0,1197.0,597.5,80,1197,597,81,1198,599,2,27.709348678588867,27.709348678588867,16.107192993164062,"[80, 1197, 597]",inf,2,459.06585109817763,1,2,7.7292897808436924,13.353684635480988,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4175376563830292.0,,,,1245mosH
434,435,80.0,1197.3333333333333,761.0,80,1197,760,81,1199,763,3,31.558584213256836,31.558584213256836,13.21638298034668,"[80, 1198, 760]",19.281470067903932,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4766354979315428.0,,,,1245mosH
435,436,80.0,1199.5,616.0,80,1199,615,81,1201,618,4,43.474464416503906,43.474464416503906,12.8546781539917,"[80, 1199, 616]",6.854101966249685,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6581128343209980.0,,,,1245mosH
436,437,80.0,1202.0,779.5,80,1201,778,81,1204,782,6,63.26811599731445,63.26811599731445,14.826695442199707,"[80, 1203, 778]",12.964533152622803,12,459.06585109817763,3,4,7.7292897808436924,40.061053996837735,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,9599440801545200.0,,,,1245mosH
437,438,80.0,1203.6,610.2,80,1202,609,81,1206,613,5,49.69792938232422,49.69792938232422,14.101920127868652,"[80, 1204, 609]",33.97056274847715,16,459.06585109817763,4,4,7.7292897808436924,53.414738767910904,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,7557741115269647.0,,,,1245mosH
438,439,80.0,1205.5,584.0,80,1205,583,81,1207,586,4,32.287017822265625,32.287017822265625,9.376526832580566,"[80, 1205, 585]",6.854101966249685,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4921212080392558.0,,,,1245mosH
439,440,80.0,1207.0,796.0,80,1207,796,81,1208,797,1,6.025635719299316,6.025635719299316,6.025635719299316,"[80, 1207, 796]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,920524075069243.4,,,,1245mosH
440,441,80.0,1209.75,601.5,80,1209,600,81,1212,604,4,45.68647766113281,45.68647766113281,13.110274314880371,"[80, 1209, 603]",38.015361511059766,12,459.06585109817763,3,4,7.7292897808436924,40.061053996837735,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6995292467609090.0,,,,1245mosH
441,442,84.12121212121212,1210.4848484848485,708.7272727272727,80,1208,707,89,1213,712,33,177.56112670898438,177.56112670898438,6.949547290802002,"[86, 1211, 708]",16.33333333333332,225,458.5244789767979,5,5,69.56360802759322,66.6896842436133,66.6896842436133,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2.7187824499497096e+16,,,,1245mosH
442,443,80.0,1211.5,821.0,80,1211,821,81,1213,822,2,8.717223167419434,8.717223167419434,4.527927398681641,"[80, 1212, 821]",inf,2,459.06585109817763,2,1,7.7292897808436924,26.70736929356067,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1340792255282217.0,,,,1245mosH
443,444,80.0,1213.0,597.0,80,1213,597,81,1214,598,1,10.069427490234375,10.069427490234375,10.069427490234375,"[80, 1213, 597]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1552270310806906.2,,,,1245mosH
444,445,80.0,1214.0,618.0,80,1213,616,81,1216,621,5,39.9825325012207,39.9825325012207,11.203242301940918,"[80, 1215, 616]",46.9787137637477,15,459.06585109817763,3,5,7.7292897808436924,40.061053996837735,66.76842362937886,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6177459426873719.0,,,,1245mosH
445,446,80.0,1216.3333333333333,725.3333333333334,80,1216,725,81,1218,727,3,17.006439208984375,17.006439208984375,6.9435200691223145,"[80, 1216, 725]",3.0000000000000004,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2633466973173056.0,,,,1245mosH
446,447,80.0,1218.25,612.5,80,1217,611,81,1220,615,4,44.28926086425781,44.28926086425781,12.91975212097168,"[80, 1219, 611]",38.015361511059766,12,459.06585109817763,3,4,7.7292897808436924,40.061053996837735,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6873620612575019.0,,,,1245mosH
447,448,80.0,1223.75,604.5,80,1223,603,81,1226,607,4,44.70624542236328,44.70624542236328,12.205975532531738,"[80, 1224, 604]",38.015361511059766,12,459.06585109817763,3,4,7.7292897808436924,40.061053996837735,53.414738767910904,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,6953857936091159.0,,,,1245mosH
448,449,80.0,1224.0,712.0,80,1224,712,81,1225,713,1,5.201062202453613,5.201062202453613,5.201062202453613,"[80, 1224, 712]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,810807936120868.2,,,,1245mosH
449,450,80.0,1225.0,736.5,80,1225,736,81,1226,738,2,17.373931884765625,17.373931884765625,11.231634140014648,"[80, 1225, 736]",inf,2,459.06585109817763,1,2,7.7292897808436924,13.353684635480988,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2714502402585515.0,,,,1245mosH
450,451,80.0,1227.3333333333333,599.3333333333334,80,1227,599,81,1229,601,3,36.92774963378906,36.92774963378906,14.005789756774902,"[80, 1227, 599]",3.0000000000000004,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5782411394176466.0,,,,1245mosH
451,452,84.95652173913044,1235.0652173913043,585.0652173913044,80,1233,584,89,1238,588,46,254.39581298828125,254.39581298828125,6.8917670249938965,"[86, 1235, 585]",4.588304572855513,180,458.5244789767979,5,4,69.56360802759322,66.6896842436133,53.35174725945836,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,3.983388011535483e+16,,,,1245mosH
452,453,81.66666666666667,1237.0,576.1666666666666,80,1237,576,85,1238,578,6,30.053272247314453,30.053272247314453,5.719179630279541,"[81, 1237, 576]",,10,458.930496477774,1,2,38.64644890421846,13.349747329078209,26.699494680748455,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4724173409010826.0,,,,1245mosH
453,454,80.0,1237.0,773.0,80,1237,773,81,1238,774,1,7.448437690734863,7.448437690734863,7.448437690734863,"[80, 1237, 773]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1174087985771460.8,,,,1245mosH
454,455,80.0,1238.0,796.75,80,1237,796,81,1240,799,4,32.71063232421875,32.71063232421875,11.693047523498535,"[80, 1238, 796]",12.9645331526228,9,459.06585109817763,3,3,7.7292897808436924,40.061053996837735,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,5167493490761032.0,,,,1245mosH
455,456,80.0,1238.6666666666667,627.6666666666666,80,1238,627,81,1240,629,3,29.109447479248047,29.109447479248047,13.312604904174805,"[80, 1239, 627]",3.0000000000000004,4,459.06585109817763,2,2,7.7292897808436924,26.70736929356067,26.70736929356067,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,4608699661061625.0,,,,1245mosH
456,457,80.0,1241.0,766.0,80,1241,766,81,1242,767,1,6.50306510925293,6.50306510925293,6.50306510925293,"[80, 1241, 766]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1031843670289245.6,,,,1245mosH
457,458,80.0,1258.0,624.0,80,1258,624,81,1259,625,1,12.250116348266602,12.250116348266602,12.250116348266602,"[80, 1258, 624]",,1,459.06585109817763,1,1,7.7292897808436924,13.353684635480988,13.353684635480988,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,1947983588258417.0,,,,1245mosH
458,459,80.0,1259.5,788.0,80,1259,787,81,1261,790,4,45.60094451904297,45.60094451904297,13.770265579223633,"[80, 1259, 788]",6.854101966249685,6,459.06585109817763,2,3,7.7292897808436924,26.70736929356067,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,7267183564661449.0,,,,1245mosH
459,460,80.0,1261.0,641.0,80,1260,640,81,1263,643,3,18.416427612304688,18.416427612304688,7.481222629547119,"[80, 1262, 640]",inf,9,459.06585109817763,3,3,7.7292897808436924,40.061053996837735,40.061053996837735,data/vnet_output/exp5/vnet_cubeout_loud_1245mosH.fits,False,2941323788130454.5,,,,1245mosH
