,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type,mos_name,z_pos,x_pos,y_pos
674,9,364.907655565875,774.1028260581134,1181.0693910043785,344,762,1169,391,787,1196,7537,9.161911964416504,2.5009507731835767,363.27661969965345,25,27,7,10,10,"[351, 772, 1179]",210.24950566200138,152.897785840626,165.1296135517119,"[5.8660455290541025, 0.07797859650090747]",real,1245mosE,367,774,1182
675,10,356.72788139646104,946.7517934002867,1053.6967957914874,344,941,1047,372,955,1061,2091,4.34166431427002,1.6749343069424036,216.42011386362338,14,14,4,7,6,"[348, 948, 1053]",211.2219232843375,86.01876049013258,86.01876049013258,"[1.239356511547893, 0.041720041732885016]",real,1245mosE,358,948,1054
676,11,356.71516646115913,181.17385943279902,1498.8520345252773,347,176,1494,365,187,1505,811,3.942490816116333,1.5555804275848304,139.12721605518644,11,11,13,5,5,"[360, 181, 1499]",211.2219232843375,67.58616752681563,67.58616752681563,"[0.5668882412231594, 0.03978641857927664]",real,1245mosE,356,181,1499
677,12,364.2394106813997,247.75629220380603,680.1111111111112,351,242,675,378,255,688,1629,4.500066757202148,1.9184320793268783,208.6908240827797,13,13,25,6,3,"[376, 248, 678]",210.24950566200138,79.50683841125183,79.50683841125183,"[1.0037426748064504, 0.03741505351396848]",real,1245mosE,364,248,681
678,13,372.54726100966695,152.43125671321158,1320.2894736842104,360,145,1315,386,162,1327,1862,5.507194519042969,2.531073490948207,200.96153430193598,17,12,23,7,2,"[383, 152, 1317]",209.27750877731492,103.4898223320962,73.05163630559936,"[1.057460021967379, 0.024906763915698307]",real,1245mosE,373,153,1321
679,14,375.31163859111786,3.3147013782542114,45.91347626339971,367,0,36,385,10,54,1306,4.792771339416504,2.0810115004180147,139.12721605518644,10,18,9,0,11,"[376, 0, 47]",208.91311836125567,60.77036595156583,109.38666562385879,"[0.9667761449689243, 0.040488310924647414]",real,1245mosE,376,5,45
680,15,374.6938997821352,913.1840958605665,402.98257080610017,368,908,398,385,921,408,918,5.549307346343994,1.7383746328796073,131.39792627434278,13,10,15,4,5,"[383, 912, 403]",209.03457526440403,79.04740677312006,60.80569633440423,"[0.6559559276256388, 0.03253102438380008]",real,1245mosE,376,914,403
681,16,369.0,3.333333333333333,34.333333333333336,369,2,33,370,5,36,6,1.313719630241394,2.9999999999999987,7.7292897808436924,3,3,0,0,2,"[369, 2, 35]",209.64195832121362,18.294712604342283,18.294712604342283,"[0.002649372047148736, 0.0015481122692345653]",real,1245mosE,369,3,34
682,17,385.0654664484452,201.379705400982,948.6628477905074,370,197,945,395,207,954,611,4.085214614868163,2.0129472579294663,193.23224452109227,10,9,17,4,4,"[387, 201, 949]",207.69891049074417,60.41716718065542,54.375450171191275,"[0.4496247801016207, 0.0297048606700124]",real,1245mosE,382,202,949
683,18,371.0,2.6666666666666665,34.333333333333336,371,2,34,372,4,36,3,1.404102087020874,3.0000000000000004,7.7292897808436924,2,2,0,1,1,"[371, 3, 35]",209.3989853881445,12.182339459752269,12.182339459752269,"[0.001539862017493899, 0.001595429339461322]",real,1245mosE,371,3,35
684,19,372.6,937.8,620.6,372,937,620,374,939,622,5,2.762514591217041,3.0000000000000004,15.458579561687383,2,2,1,1,1,"[373, 938, 621]",209.27750877731492,12.175272236829471,12.175272236829471,"[0.007681784297029815, 0.0031646918528794223]",real,1245mosE,373,938,621
685,20,385.5625,936.7088414634146,619.3170731707318,375,932,615,395,942,624,656,3.845688343048096,1.576788428322856,154.58579561687384,10,9,8,4,7,"[383, 936, 622]",207.69891049074417,60.41716718065542,54.375450171191275,"[0.3729067894969024, 0.01983749786155462]",real,1245mosE,385,937,619
686,21,399.5747052518757,168.1421221864952,561.6122186495177,384,157,552,415,181,574,4665,4.62498950958252,4.84446427168234,239.60798320615444,24,22,23,13,8,"[407, 170, 560]",206.00012190937485,143.81524231806367,131.83063537069862,"[2.225226817154145, 0.03399478289755429]",real,1245mosE,399,169,563
687,22,404.8877874702617,520.5983346550357,474.3877874702617,387,514,467,425,528,482,2522,4.424083709716797,2.2478191820647546,293.7130116720603,14,15,33,10,3,"[420, 524, 470]",205.39372315854843,83.64526372941076,89.6199261574187,"[1.662335815808802, 0.05807389532960367]",real,1245mosE,406,521,474
688,23,394.52112676056333,772.5105633802817,1181.9401408450706,389,767,1177,401,781,1189,852,2.1419363021850586,2.2887563979160945,92.75147737012428,14,12,5,7,7,"[394, 774, 1184]",206.60668454496394,84.13923439949787,72.11934271324063,"[-0.4277269445542398, 0.0028520357646298422]",real,1245mosE,395,774,1183
689,24,408.7658933413679,928.2759867429947,356.48870141608916,390,916,351,432,937,366,3319,6.593852043151856,2.659111189108314,324.63017079543505,21,15,37,15,3,"[427, 931, 354]",204.90872211028724,125.17163393943535,89.40830450967299,"[1.6563060553760165, 0.05995523730842143]",real,1245mosE,411,926,358
690,25,398.0924137931034,42.21103448275862,988.5696551724138,391,36,985,406,50,994,725,3.475102186203003,2.0730999893096818,115.93934671265538,14,9,6,8,2,"[397, 44, 987]",206.12142132358625,83.94161409491343,53.962464453540065,"[0.3353110643190761, 0.02035422119815612]",real,1245mosE,398,43,989
691,26,408.593165174939,891.1057770545158,97.63818822891241,391,883,90,430,905,104,3687,5.019491672515869,1.9497597667576525,301.442301452904,22,14,6,9,8,"[397, 892, 98]",204.90872211028724,131.13218952696042,83.44775019313032,"[2.6853386595216637, 0.07719983949865972]",real,1245mosE,410,894,97
692,27,409.398133748056,805.0163297045102,1286.9082426127527,401,799,1282,420,812,1293,1286,4.040133476257323,1.3214331529209864,146.85650583603015,13,11,12,6,5,"[413, 805, 1287]",204.7874882260736,77.44135085488213,65.52729599006314,"[0.6598448661823995, 0.024059361800088643]",real,1245mosE,410,805,1287
693,28,411.8002296211251,714.6268656716417,669.8805970149252,404,709,666,421,721,675,871,4.63399076461792,2.073569573550288,131.39792627434278,12,9,10,5,4,"[414, 714, 670]",204.54504010735397,71.39969299776162,53.54976879677657,"[0.5066620338384377, 0.02584308467708216]",real,1245mosE,412,715,670
694,29,419.32711864406787,218.32203389830508,703.5559322033897,410,213,700,428,224,708,590,4.1679296493530265,1.6584959142522329,139.12721605518644,11,8,13,6,3,"[423, 219, 703]",203.57550955072108,65.1394906310473,47.37417424276192,"[0.4324380100820895, 0.028088978844742818]",real,1245mosE,419,218,704
695,30,428.39215686274514,685.9659637439881,329.3255641879393,419,675,322,438,701,337,2703,7.311215877532959,2.6789972267448525,146.85650583603015,26,15,15,8,7,"[434, 683, 329]",202.48528833617658,153.14154819891942,88.35088195292066,"[2.1475197380135502, 0.048902954178967374]",real,1245mosE,428,688,329
696,31,450.71746987951815,881.8457831325301,105.36807228915664,439,873,101,460,890,112,1660,4.392749786376953,3.569478009555617,162.31508539771752,17,11,19,12,3,"[458, 885, 104]",199.8225325039436,98.81424194889046,63.93862411367189,"[1.4096807838049537, 0.059522197656334146]",real,1245mosE,449,881,106
697,32,457.02202643171813,753.8002936857562,462.5814977973568,450,749,459,466,761,467,681,4.626380920410156,1.8202425067578476,123.66863649349906,12,8,9,8,3,"[459, 757, 462]",198.97595490903927,69.45571541106797,46.30380922923434,"[0.6104880555655328, 0.03299101594074591]",real,1245mosE,458,755,463
698,33,460.1355206847361,546.2981455064194,722.5049928673324,451,538,719,472,553,729,701,3.7223834991455083,2.270572704965649,162.31508539771752,15,10,7,8,4,"[458, 546, 723]",198.61323382032072,86.6613793018555,57.77425083097712,"[0.3508595044510737, 0.021692158801904553]",real,1245mosE,461,545,724
699,34,469.6792304672163,147.92186886533173,520.6126815861799,454,136,513,487,161,529,5094,6.318624019622803,2.435530509715357,255.06656276784184,25,16,7,14,7,"[461, 150, 520]",197.5254227434892,143.64456976781096,91.93251508327918,"[2.9624582899713614, 0.043111440336374464]",real,1245mosE,470,148,521
700,35,465.0871694417238,505.6062683643487,817.690499510284,457,499,813,473,513,823,1021,4.006669998168944,2.2317834188747083,123.66863649349906,14,10,14,2,4,"[471, 501, 817]",198.00882912702141,80.63781345594741,57.598436623220536,"[0.4866581109955927, 0.023397420281329597]",real,1245mosE,465,506,818
701,36,478.49520586576426,95.19345741680769,414.65820642977997,465,89,409,492,104,421,1773,5.050877571105957,1.644306624608955,208.6908240827797,15,12,23,6,7,"[488, 95, 416]",196.43813965149727,85.71231534898627,68.56985071262098,"[1.0967097997343258, 0.042885052536649114]",real,1245mosE,478,96,415
702,37,480.73512988589465,331.15052197135225,1121.8392813789758,465,319,1116,499,341,1130,4119,4.618419170379639,3.291287096985287,262.7958525486855,22,14,16,11,5,"[481, 330, 1121]",196.1965928495892,125.55682614744379,79.89979196709787,"[2.16358958975997, 0.06020594424518048]",real,1245mosE,482,330,1123
703,38,495.4705171580474,160.88061865635572,1551.39584340261,478,150,1543,514,170,1563,4138,6.133387088775635,1.7116584109850344,278.25443211037293,20,20,25,9,4,"[503, 159, 1547]",194.38582189226696,113.08910253612369,113.08910253612369,"[2.949184508450857, 0.06881587059357373]",real,1245mosE,496,160,1553
704,39,510.25752508361205,400.5451505016723,10.695652173913043,506,397,8,517,406,14,299,4.078335762023927,2.8247711344215314,85.02218758928062,9,6,5,7,3,"[511, 404, 11]",192.57651447855324,50.41641596688543,33.610943551320304,"[0.13276863282551424, 0.011420578445345194]",real,1245mosE,511,401,11
705,40,534.6164199192463,383.3028263795424,160.89636608344549,522,375,156,551,392,167,2229,5.4172635078430185,2.9086203167965667,224.1494036444671,17,11,21,10,4,"[543, 385, 160]",189.68466236140134,93.80096371365521,60.6947383504663,"[1.7912349416967202, 0.052530008853307844]",real,1245mosE,536,383,161
706,41,541.2835249042146,795.3532567049808,487.6750957854406,532,789,483,551,803,493,1305,3.9825828075408936,2.3199777811727635,146.85650583603015,14,10,4,6,4,"[536, 795, 487]",188.84190934841288,76.90464473649159,54.9318876100974,"[0.7267567698500866, 0.039262020051773226]",real,1245mosE,541,796,488
707,42,543.6573780873972,870.1209626345789,940.5028499050032,532,863,933,556,879,947,1579,3.95087194442749,2.4982622538745782,185.50295474024855,16,14,8,8,8,"[540, 871, 941]",188.6011811056572,87.77898402088907,76.80660971846491,"[0.6667224497151412, 0.022514925327130876]",real,1245mosE,544,871,940
708,43,544.1229357798165,9.869724770642202,606.2183486238532,533,4,602,556,16,611,1090,4.333356857299806,1.5152646289478258,177.7736649594049,12,9,3,7,4,"[536, 11, 606]",188.48082670372585,65.79222432158356,49.34416736437382,"[0.7704367469595147, 0.04673536880744445]",real,1245mosE,544,10,606
709,44,544.7143928035982,188.73088455772114,523.6116941529235,535,181,519,555,197,529,1334,5.698913097381593,2.854482084556917,154.58579561687384,16,10,14,7,6,"[549, 188, 525]",188.48082670372585,87.72296853327633,54.82685292089972,"[0.85740364442057, 0.0348815708534161]",real,1245mosE,545,189,524
710,45,557.5,872.0,940.0,557,872,940,559,873,941,2,0.31491324305534363,,15.458579561687383,1,1,1,0,0,"[558, 872, 940]",186.91680887123127,5.4371897033201195,5.4371897033201195,"[0.0004330629266851567, 0.0004330629266851567]",real,1245mosE,558,872,940
711,46,571.3835091083412,887.2205177372963,815.5254074784276,560,881,810,587,895,821,1043,5.21331787109375,1.7725986783703092,208.6908240827797,14,11,23,7,3,"[583, 888, 813]",185.23370517588643,75.43522695215373,59.27053420859822,"[0.7126363985370354, 0.03453462666618536]",real,1245mosE,573,888,815
712,47,572.4773838630807,563.9364303178484,1245.0048899755502,563,556,1239,582,572,1252,1636,6.477864265441895,2.488554537233454,146.85650583603015,16,13,11,7,7,"[574, 563, 1246]",185.1135319865354,86.15575825685555,70.00155186595303,"[1.2095650411944974, 0.030156469128220814]",real,1245mosE,572,564,1245
713,48,576.3333333333334,98.88500727802038,831.9090247452693,564,92,828,588,106,837,1374,5.216954231262207,1.7802809172126168,185.50295474024855,14,9,21,6,5,"[585, 98, 833]",184.63290386698762,75.19055450959316,48.336783474023704,"[0.8775380244469737, 0.04190078974141161]",real,1245mosE,576,99,832
1013,1,13.087810745789895,95.72574178027266,941.5425020048116,0,86,936,26,105,949,2494,4.627563953399658,2.5937885303998818,200.96153430193598,19,13,9,5,4,"[9, 91, 940]",322.7347570080068,178.3715196250219,122.04366471320424,"[1.2233934654160523, 0.02744895985641512]",real,1245mosF,13,95,942
1014,2,144.2643207855974,847.4296235679215,834.0270049099837,136,840,828,154,859,840,1222,3.799912691116333,5.3320995178095645,139.12721605518644,19,12,0,4,6,"[136, 844, 834]",306.06828735214475,169.16016740854315,106.83799392947559,"[0.6259505992343527, 0.022219322609902684]",real,1245mosF,145,849,834
1314,1,6.462998102466793,206.47817836812146,654.6214421252373,0,201,650,15,213,660,1054,4.533698081970215,1.7690613933618982,115.93934671265538,12,10,8,6,6,"[8, 207, 656]",395.2354543255457,137.96320891410474,114.96933933494527,"[0.6611428588354951, 0.03486313872833094]",real,1245mosG,7,207,655
1315,2,52.69258545979778,930.2611940298508,571.676215695715,36,923,561,71,939,580,4154,4.5631866455078125,1.8907654167944337,270.5251423295292,16,19,6,4,8,"[42, 927, 569]",389.1833076344799,181.13415378298,215.09681398750715,"[1.5074829777965788, 0.04122305794304018]",real,1245mosG,53,931,570
1316,3,63.2224025974026,915.7175324675324,637.1883116883117,57,911,633,70,923,642,616,4.056793689727783,2.2947716639928952,100.48076715096799,12,9,7,3,4,"[64, 914, 637]",387.7383745753765,135.3462342259828,101.50967386572607,"[0.4075308832772383, 0.014105055546499332]",real,1245mosG,63,917,637
1317,4,70.0985401459854,594.4963503649635,321.31021897810217,64,590,317,78,600,326,548,4.005438327789307,1.5797078727573992,108.21005693181169,10,9,2,2,6,"[66, 592, 323]",386.8193369826548,112.5211899088552,101.26907037526765,"[0.45324792135497544, 0.019838771810155694]",real,1245mosG,71,595,321
1318,5,104.81114808652245,243.1955074875208,336.46006655574035,90,235,333,120,250,341,1202,3.072909116744995,1.7407912687585267,231.87869342531081,15,8,4,8,2,"[94, 243, 335]",382.36058002089936,166.83629090519557,88.97935110883495,"[0.6924176532143407, 0.02380121751695756]",real,1245mosG,105,242,337
1319,6,117.48544698544698,67.51403326403326,429.12629937629936,103,61,424,134,74,435,1924,5.56445837020874,1.5531135044836786,239.60798320615444,13,11,29,10,5,"[132, 71, 429]",380.65801062912055,143.947615219092,121.80182661328806,"[1.2467725409498085, 0.04105840949491582]",real,1245mosG,118,67,429
1320,7,117.51932773109243,775.272268907563,771.9647058823531,110,770,769,125,782,776,595,4.2347936630249015,2.4425614869118744,115.93934671265538,12,7,14,3,3,"[124, 773, 772]",380.65801062912055,132.8747208037568,77.51025172530011,"[0.36252517408253304, 0.02082472882508104]",real,1245mosG,117,776,772
1321,8,168.47667087011348,678.2679697351829,522.7219419924338,154,673,518,185,685,528,1586,5.252202033996582,1.4911484636837962,239.60798320615444,12,10,20,6,6,"[174, 679, 524]",373.9906836083108,130.54738447650266,108.78948571363763,"[1.0748934269444745, 0.04374165793492517]",real,1245mosG,169,679,523
1322,9,163.37555886736212,715.0625931445602,903.7570789865872,156,710,899,171,721,909,671,5.720460891723633,2.1556453023535393,115.93934671265538,11,10,12,5,5,"[168, 715, 904]",374.6435000795016,119.87732128127695,108.9793823374814,"[0.5127572909871583, 0.028006366529388416]",real,1245mosG,163,715,904
1323,10,158.0,778.0,976.0,158,778,976,159,779,977,1,2.2381432056427,,7.7292897808436924,1,1,0,0,0,"[158, 778, 976]",375.2964996096946,10.916932916266902,10.916932916266902,"[0.002011526609634907, 0.0020115266096349064]",real,1245mosG,158,778,976
1324,11,168.83211678832114,47.32664233576642,1033.6751824817518,160,39,1028,180,56,1040,1644,6.889475345611572,3.444964757306213,154.58579561687384,17,12,11,7,6,"[171, 46, 1034]",373.9906836083108,184.94213557208928,130.54738447650266,"[1.118285791891337, 0.043638870789268376]",real,1245mosG,170,47,1034
1325,12,163.0731707317073,778.4146341463414,976.0975609756098,160,775,974,166,782,980,41,2.80371642112732,11.889246388720546,46.37573868506215,7,6,2,4,1,"[162, 779, 975]",374.6435000795016,76.28556653889102,65.38762822215034,"[0.01594265190279275, 0.0053791209938173845]",real,1245mosG,163,778,977
1326,13,171.79744136460553,22.83084577114428,1049.5060412224589,163,15,1045,184,34,1056,1407,3.939519643783569,2.0238493704646747,162.31508539771752,19,11,7,11,4,"[170, 26, 1049]",373.5990815618979,206.48360445123961,119.54313132693285,"[0.7764927750917485, 0.0359651766272343]",real,1245mosG,173,24,1050
1327,14,176.66329966329963,816.9685746352412,1075.3703703703704,163,813,1071,190,823,1081,891,4.652410984039307,1.6513746715388056,208.6908240827797,10,10,1,4,2,"[164, 817, 1073]",372.94655782503935,108.48576181900341,108.48576181900341,"[0.6211337047307394, 0.03154728174407818]",real,1245mosG,176,818,1076
1328,15,172.8076923076923,39.61713286713287,1319.9458041958044,164,36,1317,184,44,1325,572,4.202237606048584,1.5002282479762008,154.58579561687384,8,8,6,4,3,"[170, 40, 1320]",373.4685621821172,86.91008450896796,86.91008450896796,"[0.52279337308599, 0.03125843952698262]",real,1245mosG,174,40,1321
1329,16,167.0,779.5,975.5,167,779,975,168,781,977,2,3.038398265838623,inf,7.7292897808436924,2,2,0,0,1,"[167, 779, 976]",374.12123226152397,21.7654915665544,21.7654915665544,"[0.00466841860550344, 0.0027674481453012784]",real,1245mosG,167,780,976
1330,17,177.71735241502682,781.3828264758498,974.4830053667264,169,777,971,186,787,979,559,4.2499027252197275,2.6038600679088497,131.39792627434278,10,8,12,3,2,"[181, 780, 973]",372.81607502320526,108.44780590852707,86.75824384588584,"[0.3181275639547909, 0.025281131334723133]",real,1245mosG,177,782,975
1331,18,214.7971084337349,914.4163855421688,868.6515662650603,205,906,863,227,924,875,2075,4.102386951446533,2.0029294301087397,170.04437517856124,18,12,10,11,7,"[215, 917, 870]",367.99334773521883,192.68088857354428,128.45391919414487,"[1.0696834393783585, 0.022330634293816837]",real,1245mosG,216,915,869
1332,19,229.34212139791538,647.767014101778,670.9408338442672,208,639,665,247,658,677,3262,5.561330318450928,1.397232587064677,301.442301452904,19,12,2,3,8,"[210, 642, 673]",366.0410332826765,202.30636438741055,127.7724328453512,"[1.7826411294261948, 0.04648435410336614]",real,1245mosG,227,648,671
1333,20,228.45405405405404,594.3195945945946,786.0817567567567,213,587,781,247,602,792,1480,4.56956958770752,2.085222437077075,262.7958525486855,15,11,4,9,6,"[217, 596, 787]",366.17113658365577,159.77231298482116,117.16635941863224,"[0.8498043769393887, 0.029066369464720163]",real,1245mosG,230,594,786
1334,21,231.14719101123598,842.8443820224719,914.6022471910112,221,834,909,242,851,921,1780,6.364760875701903,2.5054991515489613,162.31508539771752,17,12,5,9,4,"[226, 843, 913]",365.7808485256877,180.88228996784642,127.68161122600542,"[1.4343581137600765, 0.05040126313062437]",real,1245mosG,231,842,915
1335,22,244.01180811808118,457.879704797048,1037.5512915129152,234,451,1034,253,465,1043,1355,3.7642934322357178,2.5642907114819122,146.85650583603015,14,9,10,6,3,"[244, 457, 1037]",364.0903572490165,148.27344032281275,95.31863711575596,"[0.4559862415801598, 0.02550205637973788]",real,1245mosG,243,458,1038
1336,23,259.02364394993043,294.6689847009736,641.1390820584145,240,291,635,276,300,647,719,5.571739196777344,2.2559284162939237,278.25443211037293,9,12,32,3,8,"[272, 294, 643]",362.14131757261634,94.80837969767242,126.41117517647444,"[0.5943758106036214, 0.029975056444345574]",real,1245mosG,258,295,641
1337,24,261.8384703196347,746.8390410958904,401.2517123287671,249,741,395,278,754,408,1752,6.886898994445801,1.4644975272480127,224.1494036444671,13,13,1,5,4,"[250, 746, 399]",361.88156914102274,136.8472156503413,136.8472156503413,"[1.5145224652110048, 0.054199981333554456]",real,1245mosG,263,747,401
1338,25,266.8647540983606,476.2158469945355,901.8292349726776,261,470,898,274,483,907,732,4.505122661590576,2.358455107984049,100.48076715096799,13,9,3,3,4,"[264, 473, 902]",361.23232514218523,136.6017009817455,94.57040602467572,"[0.47973612239215363, 0.024418338300043405]",real,1245mosG,267,476,902
1339,26,275.70238095238096,558.0467032967033,1203.7957875457876,266,552,1200,286,565,1209,1092,4.977978706359863,2.2050181984558783,154.58579561687384,13,9,6,5,4,"[272, 557, 1204]",360.0641432282214,136.15994750234472,94.26457670037381,"[0.6295814058488605, 0.03197643422323816]",real,1245mosG,276,558,1204
1340,27,349.18494055482165,983.5799207397623,921.5033025099077,341,977,918,363,989,926,757,5.742453575134277,1.4232365493421837,170.04437517856124,12,8,4,5,3,"[345, 982, 921]",350.4813280005162,122.34107073704088,81.56071198433716,"[0.5771341433486753, 0.030798756864218846]",real,1245mosG,352,983,922
1341,28,514.7270588235293,75.94431372549019,1171.9858823529412,498,71,1167,528,82,1177,1275,4.427224159240723,1.6532599586448768,231.87869342531081,11,10,3,7,7,"[501, 78, 1174]",329.25602466164736,105.35437087200104,95.7767002254316,"[0.7692951179515878, 0.03066874634508592]",real,1245mosG,513,76,1172
1342,29,528.125,386.66666666666674,1083.0625,527,384,1081,532,390,1086,48,6.938910961151122,1.6,38.64644890421846,6,5,0,1,0,"[527, 385, 1081]",327.46403664433114,57.15325817658753,47.627714999387244,"[0.17397957934593736, 0.013911255319516258]",real,1245mosG,529,387,1083
1343,30,539.9496221662469,988.5969773299748,1586.345088161209,532,982,1583,547,994,1590,397,3.175955057144165,4.513964673210213,115.93934671265538,12,7,7,2,3,"[539, 984, 1586]",326.0570226766829,113.81537927617715,66.39230279878471,"[0.13522340058605997, 0.012899582511708191]",real,1245mosG,539,988,1586
1344,31,559.6253237410072,95.63050359712228,940.9694964028777,541,87,930,578,105,949,3475,5.1583900451660165,2.152009390235817,285.98372189121665,18,19,4,6,9,"[545, 93, 939]",323.5010145435476,169.38475469818476,178.79502071398315,"[1.8440176758859925, 0.03866000511428821]",real,1245mosG,559,96,939
1345,32,545.0,100.0,930.2857142857144,545,99,929,546,102,932,7,1.4515938758850098,1.1666666666666663,7.7292897808436924,3,3,0,0,1,"[545, 99, 930]",325.289922437271,28.38690160945933,28.38690160945933,"[0.005643802812507831, 0.0013494919529650547]",real,1245mosG,545,100,930
1645,1,147.11510791366908,821.115107913669,1453.3908872901682,142,816,1451,152,828,1456,417,4.212887763977052,5.4603864703484275,77.29289780843692,12,5,7,5,2,"[149, 821, 1453]",450.01414461217087,157.08458026210587,65.45190624569473,"[1.4808525705307636, 0.08805095488335074]",real,1245mosH,147,822,1453
1946,1,80.86764705882355,718.9117647058823,1579.1176470588236,79,714,1577,85,725,1582,68,7.7331175804138175,6.854101966249687,46.37573868506215,11,5,1,8,2,"[80, 722, 1579]",112.99314554979388,36.15521317941011,16.43418736383254,"[0.3997949386067231, 0.02356106505160839]",real,1353mosC,82,719,1579
1947,2,90.07167710508003,680.599164926931,135.35768963117607,80,670,129,100,692,142,2874,6.142483234405518,2.8131146584473314,154.58579561687384,22,13,9,9,7,"[89, 679, 136]",111.83023633663132,71.56622517145497,42.289129298607335,"[2.087866827949571, 0.045561980390943134]",real,1353mosC,90,681,135
1948,3,92.83783783783785,555.8513513513514,1562.9324324324325,91,552,1561,95,561,1566,74,5.660643100738525,4.29123824637883,30.917159123374766,9,5,1,5,1,"[92, 557, 1562]",111.59772832650938,29.216218330171124,16.23123214927866,"[0.3906646054039657, 0.024641134190766672]",real,1353mosC,93,556,1563
1949,4,183.83443708609272,839.2715231788078,473.52980132450335,178,835,471,190,845,477,302,8.423247337341309,2.0248155407128,92.75147737012428,10,6,10,6,3,"[188, 841, 474]",101.0445782858864,29.392677913297373,17.63560642963096,"[1.0901115602571037, 0.0613770860008631]",real,1353mosC,184,840,474
1950,5,303.2182852946576,306.3737837341656,1092.2928217367357,284,295,1085,324,319,1102,5447,9.791152000427246,1.6435030662903352,309.1715912337477,24,17,7,10,9,"[291, 305, 1094]",87.2055827602936,60.88099317570758,43.12403334193343,"[5.708738550970906, 0.10664903577473124]",real,1353mosC,304,307,1093
1951,6,309.79986613119144,354.7663989290496,1195.4511378848727,299,348,1191,322,362,1201,1494,5.918200969696045,2.136775194961221,177.7736649594049,14,10,16,5,5,"[315, 353, 1196]",86.51592622534582,35.2330507214534,25.1664641196031,"[1.020622879009016, 0.03353661578221287]",real,1353mosC,310,355,1196
1952,7,347.307582260372,627.7294349070099,972.2167381974248,330,617,963,368,640,983,5592,15.861085891723633,1.4873871272752075,293.7130116720603,23,20,7,13,12,"[337, 630, 975]",82.15315147234544,54.96399058757182,47.79477268496903,"[8.353857274588902, 0.16967750296032838]",real,1353mosC,349,628,973
1953,8,349.64751381215467,399.9759668508288,1457.8292817679555,335,389,1449,362,412,1468,3620,7.482060432434082,3.3772704182828552,208.6908240827797,23,19,8,12,9,"[343, 401, 1458]",81.92377308173874,54.810526581914736,45.27825894390006,"[3.3634645907765512, 0.09592952094512747]",real,1353mosC,348,400,1458
1954,9,346.77272727272725,398.9090909090909,1449.2272727272727,344,397,1448,350,401,1451,22,0.6599594354629517,1.0,46.37573868506215,4,3,4,0,2,"[348, 397, 1450]",82.26784970884633,9.572299247882839,7.179224421737668,"[-0.008392463064967267, 0.0007043230233910708]",real,1353mosC,347,399,1449
1955,10,361.46273570787184,826.0706375336725,832.1056569889255,345,819,825,380,836,841,3341,10.822733879089355,1.7095291381761288,270.5251423295292,17,16,8,8,6,"[353, 827, 831]",80.54800884566012,39.83179641875145,37.48874922165348,"[3.665102589385786, 0.09440223257812722]",real,1353mosC,362,827,833
1956,11,352.05882352941177,400.0,1448.0588235294117,351,399,1447,356,402,1450,17,1.1948977708816528,inf,38.64644890421846,3,3,1,1,2,"[352, 400, 1449]",81.5797506946887,7.119176453248187,7.119176453248187,"[-0.013175673250271152, 0.0]",real,1353mosC,353,400,1448
1957,12,380.02311595564737,807.0355196391656,624.5006577710957,354,797,616,409,818,634,5321,12.296560287475586,2.3619978330916602,425.11093794640294,21,18,50,7,12,"[404, 804, 628]",78.37148832359202,47.8744249961671,41.03522007111448,"[4.986493636288619, 0.0991670959350474]",real,1353mosC,381,807,625
1958,13,373.3023009138381,646.3900130548302,1106.6906821148823,359,629,1088,387,664,1123,12256,19.40990257263184,1.4532038193158916,216.42011386362338,35,35,20,22,17,"[379, 651, 1105]",79.1731116302051,80.60686595968588,80.60686595968588,"[21.13806976037196, 0.15533594126517355]",real,1353mosC,373,646,1105
1959,14,369.08985507246376,112.46521739130436,1565.1057971014493,360,106,1560,380,120,1571,1380,3.552343845367432,1.5387738169965788,154.58579561687384,14,11,3,5,6,"[363, 111, 1566]",79.63131441699736,32.429337143802364,25.48019293112268,"[0.8422747878831187, 0.031136159225522455]",real,1353mosC,370,113,1565
1960,15,360.0,408.28571428571433,1458.428571428571,360,407,1458,361,411,1460,7,-0.07686872035264969,4.755712981531549,7.7292897808436924,4,2,0,0,1,"[360, 407, 1459]",80.66262273865483,9.385522603375588,4.692761285804496,"[-0.018534189907697146, 0.0]",real,1353mosC,360,409,1459
1961,16,379.7782849690251,780.6879686990544,105.73263775676556,367,770,98,394,790,114,3067,6.864503860473633,2.636146882111854,208.6908240827797,20,16,21,13,9,"[388, 783, 107]",78.48598789912344,45.66130310724084,36.529041002141426,"[3.6010548208942894, 0.11950121673326262]",real,1353mosC,380,780,106
1962,17,380.1808818796266,982.2848406823304,1207.1786289024785,369,972,1201,393,995,1214,3107,7.858943462371826,3.2643022278796363,185.50295474024855,23,13,4,11,5,"[373, 983, 1206]",78.37148832359202,52.43389534486626,29.636546533480335,"[3.3692275417990363, 0.0957519431271815]",real,1353mosC,381,983,1207
