label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
60,148.11807470543997,10.66833792930559,1345.7630985209325,129,2,1335,167,21,1353,3989,0.001955357613041997,1.623343456206377,293.7130116720603,19,18,29,11,11,"[158, 13, 1346]",170.02326283885012,93.96976032370077,89.0239825355071,"[0.001228365852625269, 3.278113987998895e-05]",mock
61,137.69846796657382,203.83635097493035,663.8405292479108,131,196,658,146,213,670,1436,0.0022536981850862503,2.5699123198217073,115.93934671265538,17,12,4,7,7,"[135, 203, 665]",171.33660543639527,84.72766595508647,59.807761757589624,"[0.0004806527567870744, 1.5495357099545016e-05]",mock
62,145.6990898748578,775.8054607508533,935.8697383390216,135,769,932,157,784,941,1758,0.00034633546601980925,3.2731269741396027,170.04437517856124,15,9,11,7,4,"[146, 776, 936]",170.38137036647322,74.34290394091637,44.60574055285817,"[0.0001028762353789255, 4.994928487828859e-06]",mock
63,163.43335132218024,3.721802482460874,718.5739341608203,136,0,709,180,15,729,3706,0.005024524871259928,6.90599006816525,340.0887503571225,15,20,39,4,11,"[175, 4, 720]",168.2335887917577,73.40575735645291,97.87434797294763,"[0.0024241468781452612, 3.815703291505323e-05]",mock
64,148.7047110247693,157.38076736279749,1372.3637688198155,136,150,1367,162,165,1378,2059,0.0007215038640424609,2.8854579952715187,200.96153430193598,15,11,6,7,6,"[142, 157, 1373]",170.02326283885012,74.18665004138886,54.40354176783706,"[0.00027860187960841785, 1.1460017041049702e-05]",mock
65,150.63602530703386,272.3621138816524,1003.3044287309267,136,265,999,167,281,1009,2687,0.000607887574005872,1.8489502757149496,239.60798320615444,16,10,25,9,4,"[161, 274, 1003]",169.7845564830998,79.02132840925628,49.38832808268392,"[0.000286109832116683, 1.1981846568787756e-05]",mock
66,145.66389728096678,768.8368580060423,557.8836858006042,138,762,554,154,777,563,1324,0.0005200754385441542,2.1401077015415475,123.66863649349908,15,9,5,7,4,"[143, 769, 558]",170.38137036647322,74.34290394091637,44.60574055285817,"[0.00011143800475131527, 5.196400918897793e-06]",mock
67,149.68830442081702,42.34191382204813,996.3620593172916,140,34,991,160,51,1002,1787,0.0016877450980246067,1.9843643603539372,154.58579561687384,17,11,4,7,5,"[144, 41, 996]",169.9039064617183,84.01918197507852,54.365350466599054,"[0.0004543474623778503, 1.8326176914043213e-05]",mock
68,154.6204047914085,469.35068153655516,1253.333746385791,141,462,1249,170,478,1259,2421,0.00045895916991867125,2.1106175645015406,224.14940364446707,16,10,5,8,4,"[146, 470, 1253]",169.3072205434707,78.79916615358184,49.24947667899688,"[0.00020279801256466683, 8.42703201349569e-06]",mock
69,150.72164119066773,125.36604987932422,94.35559131134352,144,118,90,159,133,100,1243,0.0006866201292723417,3.039646585498439,115.93934671265538,15,10,10,7,5,"[154, 125, 95]",169.7845564830998,74.0824947359264,49.38832808268392,"[0.00015724486048737744, 7.127467402030607e-06]",mock
70,165.78684210526316,616.8414473684211,439.84736842105264,148,610,435,185,625,445,3040,0.00018683387315832078,2.5974033327182044,285.9837218912166,15,10,31,7,5,"[179, 617, 440]",167.99507427570313,73.30168575685596,48.86778878165609,"[9.243545720102075e-05, 4.315828098946272e-06]",mock
71,164.70572802798426,189.84564932225624,807.8605159597727,152,182,803,179,198,813,2287,0.0008538762922398746,2.0198935111826635,208.69082408277967,16,10,6,7,5,"[158, 189, 808]",168.11432833832941,78.24396885736193,48.90247838412748,"[0.0002990563579422474, 1.3403001098840845e-05]",mock
72,159.62953197099537,601.8398154251813,719.8661832564271,152,594,715,168,611,726,1517,0.0014682903420180082,2.1537412415537927,123.66863649349908,17,11,12,9,4,"[164, 603, 719]",168.7106945237631,83.42912673127823,53.983550032819856,"[0.00032901130229611575, 1.1877518771154369e-05]",mock
73,167.7287784679089,346.8770186335404,72.85134575569359,153,340,68,183,355,79,2415,0.0006603348883800209,2.9734744341613633,231.87869342531076,15,11,4,7,6,"[157, 347, 74]",167.7565853207996,73.19762531041613,53.6782569863989,"[0.00030735566322800934, 1.2993092115393329e-05]",mock
