label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
67,118.2219755826859,658.42397336293,147.46059933407327,112,652,144,126,666,152,901,0.00037969634286127985,2.6996840638871094,108.21005693181168,14,8,5,6,3,"[117, 658, 147]",453.9278021304729,184.85915800847553,105.63380064341735,"[7.781939049301327e-05, 3.5255323083511767e-06]",mock
68,130.28340517241378,919.4558189655172,653.4040948275862,116,914,650,146,926,658,1856,4.984671249985695e-05,2.5393821444774485,231.87869342531076,12,8,4,6,3,"[120, 920, 653]",452.3075728809323,157.88513780295855,105.25675616026535,"[3.511845205070222e-05, 1.7799267847550863e-06]",mock
69,127.19672131147541,936.4486945962356,282.44869459623555,116,930,277,139,944,289,1647,0.0013842345215380192,2.8399395637494087,177.77366495940493,14,12,18,6,4,"[134, 936, 281]",452.7125262689092,184.36424478337167,158.02649321086665,"[0.0007737177259269068, 2.5324192469325007e-05]",mock
70,127.20707506471096,634.4797238999137,710.4184641932701,119,629,707,137,641,715,1159,5.779124330729246e-05,2.4749749331550803,139.12721605518644,12,8,5,5,3,"[124, 634, 710]",452.7125262689092,158.02649321086665,105.35099309674436,"[1.6588020296536554e-05, 8.893694057133788e-07]",mock
71,134.1224362958359,684.4549409571163,721.4244872591672,122,678,718,147,692,726,1609,0.000399851385736838,2.4155606717226434,193.23224452109227,14,8,20,6,3,"[142, 684, 721]",451.76774275460843,183.97948781511766,105.13113198021344,"[0.00015155244955866208, 6.8575256323509535e-06]",mock
72,147.28019504876218,499.43135783945985,80.45648912228057,126,493,75,169,506,87,2666,0.001130789052695036,3.4149069809910992,332.35946057627876,13,12,39,7,7,"[165, 500, 82]",450.01414461217087,170.1749631505745,157.08458026210587,"[0.0013886246028808464, 5.1215298371236786e-05]",mock
73,140.20642978003383,547.457980823463,600.4517766497462,126,542,597,155,554,605,1773,0.00020432763267308474,3.5430463576158937,224.14940364446707,12,8,24,5,3,"[150, 547, 600]",450.95822831741896,157.41412766488583,104.94274940863555,"[9.578327977396395e-05, 4.868015210014298e-06]",mock
74,138.173125,623.449375,221.44875,126,617,218,152,631,226,1600,0.00022404339688364416,2.8924242203196813,200.96153430193598,14,8,21,6,3,"[147, 623, 221]",451.22803570319036,183.75969561330027,105.00553644099385,"[7.325880573556256e-05, 3.5680809507362435e-06]",mock
75,148.25475435816165,793.446909667195,1266.4516640253566,128,787,1262,169,801,1272,2524,0.0005602884339168668,3.7138784310542907,316.9008810145914,14,10,37,7,3,"[165, 794, 1265]",449.87930625122624,183.2104342776845,130.8645923691972,"[0.0003976949887640589, 1.594146531358163e-05]",mock
76,151.12814371257485,367.94650698602794,186.9516966067864,132,362,182,172,375,193,2505,0.0008969326154328883,2.793400286944046,309.1715912337477,13,11,35,6,3,"[167, 368, 185]",449.4748372636489,169.9710215428265,143.82163166602402,"[0.0009534299491386918, 3.212264098177427e-05]",mock
77,149.1556359875905,862.4317476732161,405.45708376421925,134,856,402,166,870,410,1934,0.00033905741292983294,3.345589418642686,247.33727298699816,14,8,4,7,3,"[138, 863, 405]",449.7444755732613,183.15552535717924,104.6602963074926,"[0.00037264886376189263, 1.996358810923706e-05]",mock
78,145.16816326530613,755.4579591836734,681.465306122449,137,749,678,155,763,686,1225,0.000417355535319075,2.3197940695272794,139.12721605518644,14,8,3,6,4,"[140, 755, 682]",450.28384438562983,183.37517981333394,104.7858131349079,"[0.00014052564827639932, 7.260596072969296e-06]",mock
79,151.195166163142,757.9081570996979,1118.9407854984895,139,752,1115,164,765,1124,1655,0.0003184198576491326,2.5281754200825604,193.23224452109227,13,9,21,6,3,"[160, 758, 1118]",449.4748372636489,169.9710215428265,117.67224276279,"[0.00015574326791573668, 7.097463970290297e-06]",mock
80,162.1727493917275,860.9598540145986,1473.9687753446879,143,855,1471,183,868,1478,2466,5.231448449194431e-05,2.5543478260869565,309.1715912337477,13,7,35,6,3,"[178, 861, 1474]",447.9923756123082,169.41042170411149,91.22099321471313,"[5.270793392667294e-05, 2.8830997744818595e-06]",mock
81,149.26829268292684,514.4283536585366,1067.4176829268292,145,508,1064,155,522,1072,656,0.0002015101199503988,2.825825825825826,77.29289780843692,14,8,4,6,3,"[149, 514, 1067]",449.7444755732613,183.15552535717924,104.6602963074926,"[1.838033734974209e-05, 8.809981063859401e-07]",mock
82,163.2840960579973,844.9374716810149,1351.9234254644314,146,839,1348,181,852,1357,2207,0.00039711734279990196,2.5543478260869565,270.5251423295292,13,9,4,5,3,"[150, 844, 1351]",447.8576524271617,169.35947549865926,117.24886474272122,"[0.00039830040529357374, 1.688856783844695e-05]",mock
83,155.24558139534884,639.9655813953489,257.96,147,634,254,164,647,263,1075,0.00011054953938582912,3.262979011594125,131.39792627434275,13,9,5,6,4,"[152, 640, 258]",448.93565281130617,169.76712640884605,117.53108459661489,"[2.494898629022297e-05, 1.1604697574058444e-06]",mock
84,164.1753643629525,786.9750822755054,517.9755524212505,148,781,515,182,794,522,2127,0.00019331015937495977,2.3610059854787067,262.7958525486855,13,7,4,5,3,"[152, 786, 518]",447.72293691515443,169.30853219484067,91.166129634655,"[0.0001814892164594449, 7.598241329176367e-06]",mock
85,158.15885714285713,579.0011428571429,238.928,152,573,235,165,586,244,875,9.335077629657462e-05,3.0363262508567512,100.48076715096799,13,9,4,6,4,"[156, 579, 239]",448.53134509739704,169.61423554721486,117.42523707965127,"[1.8938849424691342e-05, 1.0585786469529273e-06]",mock
86,160.18908382066277,793.9269005847954,1335.9337231968811,153,788,1332,169,801,1340,1026,0.00013947607658337802,3.210144927536232,123.66863649349908,13,8,10,6,4,"[163, 794, 1336]",448.2618450046406,169.5123228209084,104.31527249273957,"[5.969102549902822e-05, 2.795060897845031e-06]",mock
87,159.20184544405998,939.9688581314879,65.959630911188,153,934,62,166,947,71,867,8.719145262148231e-05,3.210144927536232,100.48076715096799,13,9,4,6,4,"[157, 940, 66]",448.39659121313787,169.5632777327489,117.38995859358894,"[2.2607817502711656e-05, 1.0896319904288866e-06]",mock
88,178.12811660912928,375.95090141925584,1122.9432297660146,157,370,1119,200,383,1128,2607,0.00025856695719994605,2.6674403593212714,332.35946057627876,13,9,39,5,3,"[196, 375, 1122]",445.8377250596988,168.59563047414102,116.72004896964187,"[8.355394717486652e-05, 3.896955417685273e-06]",mock
89,169.27961432506888,547.900826446281,286.94214876033055,158,542,283,181,555,292,1452,0.00010523867240408435,2.8178316496775975,177.77366495940493,13,9,5,6,4,"[163, 548, 287]",447.04947442926226,169.0538591915759,117.03728422768432,"[4.180112308500962e-05, 2.369910047337439e-06]",mock
90,173.21551246537396,61.93684210526316,463.9567867036011,159,56,460,188,69,468,1805,0.00010543858661549166,2.3742462625253298,224.14940364446707,13,8,5,6,4,"[164, 62, 464]",446.5108424902099,168.85017299309217,103.90779568768957,"[6.684357978067709e-05, 3.7968011545252815e-06]",mock
