label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
94,229.07770562770563,376.42424242424244,1053.4179653679653,195,369,1049,265,385,1058,4620,0.0005070112529210746,2.0162168165365606,541.0502846590584,16,9,63,9,4,"[258, 378, 1053]",295.31854174062875,137.44750379903826,77.31421707078252,"[0.00040827707182375297, 1.6982068584175473e-05]",mock
95,214.19029443838605,804.9405670665212,954.8996728462378,205,797,949,224,814,962,1834,0.0022888199891895056,1.5721387696824602,146.85650583603015,17,13,4,10,7,"[209, 807, 956]",297.21189444561503,146.97425600517542,112.39207431753928,"[0.0007495039780685589, 1.961893720621477e-05]",mock
96,218.20204778156997,178.88805460750854,986.9146757679181,209,172,983,229,187,992,1465,0.000731883046682924,2.81345454641117,154.58579561687384,15,9,15,8,3,"[224, 180, 986]",296.7068472811205,129.46279630565147,77.67767462846076,"[0.00017779487402126655, 8.783861928107491e-06]",mock
97,220.1474622770919,438.9266117969822,94.93004115226337,210,433,91,231,446,100,1458,0.0001118239524657838,3.3703971610653936,162.31508539771752,13,9,16,6,4,"[226, 439, 95]",296.45436546645965,112.1056111748655,77.6115750408424,"[3.5012505597321506e-05, 1.9171337597013467e-06]",mock
98,226.10280373831776,606.4371754932503,476.41484942886814,213,600,473,241,614,481,1926,0.00012483494356274605,2.4749749331550803,216.42011386362336,14,8,5,6,4,"[218, 606, 477]",295.69708703756714,120.4207239097726,68.81183967222064,"[4.2302153900443546e-05, 1.975917879369195e-06]",mock
99,227.15524889107934,230.41695416461312,1488.4391325776244,214,223,1485,241,239,1493,2029,0.0008054312784224749,2.325301204819277,208.69082408277967,16,8,22,6,3,"[236, 229, 1488]",295.5708983164112,137.56495589400032,68.78247422213921,"[0.00035933034226830684, 1.6081790860146364e-05]",mock
100,246.15611633875108,456.4168092386655,219.43990590248075,214,448,215,279,466,224,4676,0.001174786128103733,1.6118323712608809,502.40383575484003,18,9,59,6,4,"[273, 454, 219]",293.1746335424982,153.5058969023463,76.7529431906085,"[0.0007877003557085666, 2.684378882249997e-05]",mock
101,233.17391304347825,137.45521215295966,1003.4112100576218,220,131,999,247,145,1008,1909,0.00046413179370574653,2.397624531327485,208.69082408277967,14,9,5,7,4,"[225, 138, 1003]",294.8139120390865,120.06105661064043,77.18210531763812,"[0.00013799608308236197, 6.362814443986767e-06]",mock
102,236.2635814889336,740.407444668008,848.4019114688128,223,734,843,251,748,855,1988,0.0009779315441846848,2.6179221980720824,216.42011386362336,14,12,22,6,4,"[245, 740, 847]",294.4355127635908,119.90695595601905,102.77738931203294,"[0.0003746828354276101, 1.423156165717854e-05]",mock
103,233.20689655172413,81.4503448275862,510.41172413793106,224,75,506,244,89,516,1450,0.0008866965654306114,2.605230360447963,154.58579561687384,14,10,4,7,5,"[228, 82, 511]",294.8139120390865,120.06105661064043,85.75789525695316,"[0.00023434235365124762, 1.0020216467999207e-05]",mock
104,243.14556962025316,462.41599539700803,1201.4194476409666,231,456,1197,257,470,1206,1738,0.00017365338862873614,2.6899165649165644,200.96153430193598,14,9,19,6,4,"[250, 462, 1201]",293.55282436245307,119.54748682050382,76.85195332040202,"[6.381505987557375e-05, 2.95244916617584e-06]",mock
105,246.13886010362694,208.44248704663212,1281.4310880829016,240,202,1277,253,216,1286,965,0.0007607618463225663,2.7949665431973965,100.48076715096799,14,9,4,7,4,"[244, 209, 1281]",293.1746335424982,119.39347105805159,76.7529431906085,"[0.00012245861197495654, 5.394090506475219e-06]",mock
106,252.16759431045145,759.4199134199134,491.43228200371055,241,753,488,264,767,496,1617,0.0006044292822480202,2.325301204819277,177.77366495940493,14,8,17,7,3,"[258, 760, 491]",292.4184393963165,119.08551588875375,68.04886368861624,"[0.00019206476010587615, 8.830183670834721e-06]",mock
107,253.2094117647059,421.4094117647059,1295.4364705882354,242,415,1292,265,429,1300,1700,0.0003920893359463662,2.325301204819277,177.77366495940493,14,8,18,7,3,"[260, 422, 1295]",292.2924313366683,119.03419992242712,68.01954028037848,"[0.00014626752445707125, 6.67775588698717e-06]",mock
108,277.1157219251337,466.9020320855615,1384.9114438502675,242,458,1380,314,477,1391,4675,0.0013171829050406814,2.4879342394956065,556.5088642207457,19,11,62,7,6,"[304, 465, 1386]",289.2703188179604,159.8761373839077,92.55986274610237,"[0.0010930470413054887, 3.9491276532545396e-05]",mock
109,267.22,285.89428571428573,1104.9185714285713,250,278,1101,286,294,1110,2800,0.0009006503387354314,1.6301793964627649,278.2544321103729,16,9,31,9,3,"[281, 287, 1104]",290.52904702160316,135.21837152136735,76.06033022648361,"[0.00039262833360644017, 1.588603204242869e-05]",mock
110,259.24590163934425,653.9262295081967,675.919523099851,251,647,672,269,662,681,1342,0.0011195536935701966,2.3052746189354014,139.12721605518644,15,9,12,6,4,"[263, 653, 676]",291.53652871487833,127.20681904894013,76.32408832941076,"[0.000253783902220451, 1.1173191677358813e-05]",mock
111,279.2425717213115,860.9316086065573,744.9082991803278,251,854,739,309,869,752,3904,0.0012460167054086924,2.6046680620472684,448.29880728893414,15,13,53,6,4,"[304, 860, 743]",289.0186563198347,126.10818986666744,109.29376282481907,"[0.0006540920575171709, 2.1752118428605326e-05]",mock
112,281.1743092298648,906.9003527336861,859.9159318048207,256,900,856,307,915,865,3402,0.00048188798245973885,2.4226950354609924,394.19377882302825,15,9,47,6,4,"[303, 906, 860]",288.7670215252324,125.99839346508274,75.59903300854492,"[0.00021484914754412807, 1.0243399346735534e-05]",mock
113,270.19973890339423,182.8962140992167,566.9066579634465,260,176,562,281,191,573,1532,0.0009580302285030484,3.262979011594125,162.31508539771752,15,11,4,7,6,"[264, 183, 568]",290.1513557927081,126.60242329092405,92.8417743566337,"[0.0002752214945642569, 1.172934463995283e-05]",mock
114,269.1639941690962,757.9387755102041,584.9307580174927,260,751,581,279,765,590,1372,0.00033326464472338557,2.933682733961752,146.85650583603015,14,9,14,7,4,"[274, 758, 585]",290.277245937213,118.21352871783057,75.99440885364177,"[8.38211826421533e-05, 4.2253404472250896e-06]",mock
115,269.2034174125305,357.8966639544345,237.92514239218877,261,351,234,278,365,243,1229,0.0005032925982959569,2.7957747348982736,131.39792627434275,14,9,4,7,3,"[265, 358, 237]",290.277245937213,118.21352871783057,75.99440885364177,"[0.00010697875891262071, 4.928837049092017e-06]",mock
116,272.1706051873199,397.8847262247839,884.9187319884726,261,391,881,285,405,890,1735,0.00014149326307233423,3.207549826487936,185.50295474024858,14,9,19,7,4,"[280, 398, 885]",289.89959629621546,118.0597333470043,75.89554040417464,"[4.0993015791859206e-05, 1.999575118466397e-06]",mock
117,275.220700152207,740.9657534246576,568.9109589041096,266,735,565,285,748,574,1314,0.00016292414511553943,2.7556766575840146,146.85650583603015,13,9,5,6,4,"[271, 741, 569]",289.5220090241838,109.4841080149423,75.79668828286536,"[3.976755947036235e-05, 2.053712781302446e-06]",mock
118,285.1506849315069,882.8638195004029,1340.9178082191781,267,877,1337,304,890,1346,2482,9.07898138393648e-05,2.672679679927614,285.9837218912166,13,9,33,6,4,"[300, 883, 1341]",288.26383502830095,109.0083236069413,75.46729908550188,"[4.0961518765904064e-05, 2.059510011011127e-06]",mock
119,275.16288659793815,389.879381443299,1236.8783505154638,269,383,1233,282,397,1242,970,0.00024372994084842503,2.316480233009099,100.48076715096799,14,9,4,7,4,"[273, 390, 1237]",289.5220090241838,117.9059633755355,75.79668828286536,"[4.553525220970961e-05, 2.2113917570014533e-06]",mock
120,275.19650067294754,163.87752355316286,161.885598923284,270,157,158,281,172,167,743,0.0006275371415540576,2.424568748226418,85.02218758928062,15,9,5,7,4,"[275, 164, 162]",289.5220090241838,126.3278189356633,75.79668828286536,"[6.214514787412172e-05, 3.2563870357632232e-06]",mock
121,287.26383154417834,671.8790255986788,190.91742361684558,270,665,187,306,679,196,2422,0.000404892663937062,2.5281754200825604,278.2544321103729,14,9,4,7,3,"[274, 672, 190]",288.0122833168273,117.29113735744231,75.40144299833996,"[0.00016794461236384464, 7.678766444409555e-06]",mock
122,286.17507958162804,928.9299681673488,1195.9331514324692,271,923,1192,303,936,1201,2199,0.00023907580180093646,2.8178316496775975,247.33727298699816,13,9,26,6,4,"[297, 929, 1196]",288.13805571162476,108.96075956737334,75.43437013584908,"[0.00010198128571929131, 5.256955803612231e-06]",mock
123,288.2125822368421,916.4317434210526,757.4009046052631,272,910,752,306,924,764,2432,0.0008359168423339725,2.7654133321455503,262.7958525486855,14,12,28,6,4,"[300, 916, 756]",287.886517843337,117.23992018275764,100.49135868276612,"[0.00038274092447087725, 1.5349963092359777e-05]",mock
124,279.2017937219731,14.896860986547086,548.8908819133035,275,8,545,285,22,554,669,0.0005187653587199748,2.649250350871116,77.29289780843692,14,9,4,7,4,"[279, 15, 549]",289.0186563198347,117.70097624614942,75.66491084682009,"[4.838210757780195e-05, 2.4282731407597844e-06]",mock
125,285.227408142999,684.922542204568,624.8987090367428,278,678,621,293,692,630,1007,0.00042802171083167195,2.399581170049266,115.93934671265538,14,9,7,7,4,"[285, 685, 625]",288.26383502830095,117.39358016301705,75.46729908550188,"[6.819538882160698e-05, 3.423616057208336e-06]",mock
126,291.21813870776526,379.42857142857144,743.3959691760522,280,373,739,304,387,749,1687,0.00035084341652691364,2.5261652474156615,185.50295474024858,14,10,18,6,5,"[298, 379, 744]",287.50926294500476,117.08628556832565,83.63305885569132,"[0.00010265714083819614, 4.754801273043224e-06]",mock
127,287.1377459749553,632.9320214669052,1267.922182468694,280,627,1264,296,640,1273,1118,0.0005770580610260367,3.0363262508567512,123.66863649349908,13,9,4,6,3,"[284, 633, 1267]",288.0122833168273,108.91319814534634,75.40144299833996,"[0.00010498853490092624, 5.064420230210052e-06]",mock
128,287.171650055371,451.93798449612405,1282.9191583610188,281,445,1279,294,459,1288,903,0.0004616438818629831,2.7151201521517883,100.48076715096799,14,9,5,7,4,"[286, 452, 1283]",288.0122833168273,117.29113735744231,75.40144299833996,"[7.529763627648462e-05, 3.7700308978200775e-06]",mock
129,291.1733561058924,457.3714773697694,190.40905209222888,284,451,186,300,465,195,1171,0.0002754128654487431,2.514115081555848,123.66863649349908,14,9,3,7,4,"[287, 458, 190]",287.50926294500476,117.08628556832565,75.26975256675078,"[6.146122473880763e-05, 2.919436652143889e-06]",mock
130,302.2350674373796,250.4077071290944,665.4204238921002,285,242,660,320,259,671,2595,0.0015226559480652213,2.300200906233446,270.5251423295292,17,11,5,7,4,"[290, 249, 664]",286.1265276320107,141.4924311844932,91.55392172227741,"[0.0007284743556339412, 2.5505263661794275e-05]",mock
131,295.2292817679558,550.3848987108655,1059.4604051565377,288,544,1056,304,558,1064,1086,0.00026736996369436383,2.6735806372443753,123.66863649349908,14,8,6,6,3,"[294, 550, 1059]",287.0063532775542,116.8814788628476,66.7894140064176,"[4.714646671340238e-05, 2.1950115483155834e-06]",mock
132,314.0499144324016,585.4104392470051,1096.3881916714204,289,578,1092,340,594,1101,3506,0.0006195873720571399,2.0397814519649806,394.19377882302825,16,9,4,6,5,"[293, 584, 1097]",284.61904304141336,132.46773050258258,74.51309472978768,"[0.0003167311205435374, 1.3519386291235467e-05]",mock
133,303.18034682080923,582.392485549133,581.4063583815029,291,576,577,316,590,587,1730,0.0003072544059250504,2.7761465596381396,193.23224452109227,14,10,20,6,5,"[311, 582, 582]",286.00086590961956,116.47200064328895,83.19428392111729,"[0.00010039238264934881, 4.5021775332875605e-06]",mock
134,300.123326286117,704.4284707540521,729.4221282593376,291,698,726,310,712,734,1419,0.0001970541343325749,2.2818732309517538,146.85650583603015,14,8,4,6,4,"[295, 704, 730]",286.3778718155978,116.62553385719713,66.64315972291969,"[5.115561306617354e-05, 2.375802633120907e-06]",mock
135,308.1512195121951,332.40585365853656,1525.4048780487806,302,326,1521,316,340,1530,1025,0.0005027258303016424,2.6476800385266746,108.21005693181168,14,9,3,6,4,"[305, 332, 1525]",285.37266096888146,116.21616824911402,74.71039145111537,"[0.00010997986563974283, 4.946932608934271e-06]",mock
136,310.23457943925234,590.3934579439252,486.4289719626168,303,584,483,318,598,491,1070,0.00023541005793958902,2.4015714899161282,115.93934671265538,14,8,4,7,3,"[307, 591, 486]",285.12142736184296,116.11385498951063,66.3507718094133,"[3.9456742478504734e-05, 1.8558968544773576e-06]",mock
137,319.1601705237515,340.4311814859927,884.4056029232643,308,334,880,332,348,890,1642,0.00044392215204425156,2.5040514013423874,185.50295474024858,14,10,5,7,5,"[313, 341, 885]",283.9912180194642,115.65358455349669,82.6097010156659,"[0.00011682245112397616, 5.136210413123467e-06]",mock
138,328.1109835438194,553.9261385380788,1270.9280520474551,310,547,1267,348,562,1276,2613,0.00030585931381210685,2.6569635336933946,293.7130116720603,15,9,31,8,4,"[341, 555, 1271]",282.8615678247618,123.42165296676822,74.05298877234983,"[0.00014723223958347468, 7.457095240366235e-06]",mock
139,322.17383059418455,49.93678887484197,466.92035398230087,312,43,463,333,58,472,1582,0.000650073227006942,1.9773304486877998,162.31508539771752,15,9,15,6,4,"[327, 49, 467]",283.61460584753786,123.7502278178255,74.25013367497702,"[0.00018804591165101772, 8.466943886797515e-06]",mock
140,330.2122015915119,661.906100795756,1306.9283819628647,318,656,1303,344,669,1312,1885,9.34230993152596e-05,3.142972257396109,200.96153430193598,13,9,21,6,4,"[339, 662, 1307]",282.6106103400589,106.8705301297327,73.98728825340004,"[2.970655949067569e-05, 1.521066094739851e-06]",mock
141,326.16196615632555,909.9153908138597,1041.9000805801772,318,904,1038,335,917,1047,1241,0.00017976766685023904,2.7556766575840146,131.39792627434275,13,9,8,6,4,"[326, 910, 1042]",283.1125529012093,107.06034206757988,74.11869651480183,"[4.117893890037491e-05, 2.1396601339753527e-06]",mock
142,328.1953125,172.92299107142858,1054.8895089285713,322,166,1051,335,180,1060,896,0.0003693904436659068,2.379686103273666,100.48076715096799,14,9,7,7,4,"[329, 173, 1055]",282.8615678247618,115.19354182675313,74.05298877234983,"[4.5740443245404064e-05, 2.245624486079937e-06]",mock
143,345.11846435100546,159.93345521023767,66.9199268738574,326,153,63,366,168,72,2735,0.0002766880497802049,2.457018936414389,309.1715912337477,15,9,35,8,4,"[361, 161, 67]",280.7293082325413,122.49127912542286,73.49476449021526,"[0.00013987178577775476, 6.884484614318837e-06]",mock
144,337.23471223021585,164.93075539568346,628.9064748201439,330,158,625,345,173,634,1112,0.0006199960480444133,2.16150134426928,115.93934671265538,15,9,9,7,4,"[339, 165, 629]",281.73247636289966,122.92899383443952,73.75739330495841,"[0.00011940892794900135, 5.71090032957104e-06]",mock
145,339.25308641975306,151.90329218106996,1457.9002057613168,332,145,1454,347,159,1463,972,0.0002600678999442607,2.483522857271538,115.93934671265538,14,9,8,7,4,"[340, 152, 1458]",281.4816429847549,114.63157637136266,73.69172527703108,"[4.4052591826236826e-05, 2.2061860613373617e-06]",mock
146,352.2023300970874,268.9196116504854,1096.9180582524273,337,261,1092,369,277,1103,2575,0.0013605045387521386,2.5401128631323657,247.33727298699816,16,11,4,7,6,"[341, 268, 1098]",279.85189776290815,130.2490001278627,89.54618417823919,"[0.0006278973903980899, 2.1325465433512413e-05]",mock
147,347.1401648998822,10.905771495877502,733.9163722025913,342,4,729,353,19,740,849,0.002084394684061408,2.661870503597122,85.02218758928062,15,11,5,7,5,"[347, 11, 734]",280.47858509406603,122.38188050889957,89.74670974060494,"[0.0002495381652569102, 1.0686611164599783e-05]",mock
148,358.2878592878593,755.4487344487344,478.4234234234234,342,749,475,375,763,483,2331,0.00013481469068210572,2.5515452319759584,255.06656276784182,14,8,5,7,3,"[347, 756, 478]",279.10010014129705,113.66170847004344,64.9495452790297,"[5.821270925664405e-05, 2.7760711841253444e-06]",mock
149,357.25999013320177,345.43413912185497,1393.3926985693142,344,339,1389,372,353,1399,2027,0.0004293216916266829,2.5040514013423874,216.42011386362336,14,10,3,7,5,"[347, 346, 1394]",279.2253825393394,113.71272891538011,81.22337559740605,"[0.00016156184410896166, 7.182689037180119e-06]",mock
150,366.19051557761236,489.3995037220844,128.40529363110008,345,480,123,389,500,134,3627,0.0021366002038121223,1.7317238872014922,340.0887503571225,20,11,4,7,6,"[349, 487, 129]",278.09808862178306,161.7909318339023,88.98500550616272,"[0.0011944893063155794, 3.2511530943670906e-05]",mock
151,362.2144168962351,211.40633608815426,1267.416896235078,348,205,1264,378,219,1272,2178,0.0002487513702362776,2.4749749331550803,231.87869342531076,14,8,24,7,3,"[372, 212, 1267]",278.5990393524684,113.45765470841177,64.83294313386712,"[0.00010002540163947147, 4.856316710902423e-06]",mock
152,363.1926121372032,283.43051890941075,106.44678979771328,348,277,103,380,291,111,2274,0.00012876845721621066,2.4749749331550803,247.33727298699816,14,8,5,7,3,"[353, 284, 106]",278.47379135326355,113.4066482717789,64.8037965997335,"[6.753320857710458e-05, 3.135562769717052e-06]",mock
153,365.100622406639,149.4081950207469,1250.399377593361,352,143,1247,380,157,1255,1928,0.00011528644245117903,2.5768010537116233,216.42011386362336,14,8,22,6,3,"[374, 149, 1250]",278.22331598848723,113.30464380142679,64.74550833313099,"[3.786648755505512e-05, 1.8418819798107391e-06]",mock
154,368.223752151463,625.4178141135973,134.40748709122204,353,619,130,385,633,140,2324,0.0006326010334305465,2.5040514013423874,247.33727298699816,14,10,4,7,5,"[357, 626, 135]",277.8476545169129,113.15165809972373,80.8226107399316,"[0.00023184218973171513, 9.903053384798941e-06]",mock
155,361.15319662243667,432.4173703256936,1337.4077201447526,356,425,1333,367,440,1343,829,0.001106482115574181,2.0796195796959323,85.02218758928062,15,10,5,7,4,"[361, 432, 1337]",278.724294230308,121.61642665154255,81.07761490916991,"[0.00015964082000097186, 6.8264210396315285e-06]",mock
156,371.1751592356688,662.4012738853503,1312.4312101910828,361,655,1309,382,671,1317,1570,0.0008577784174121916,2.325301204819277,162.31508539771752,16,8,16,6,3,"[377, 661, 1312]",277.47205492245496,129.14137086785644,64.5706819371536,"[0.00023412099473442668, 1.0205232413410541e-05]",mock
157,371.2466063348416,910.3834841628959,1059.4174208144796,365,904,1056,378,918,1064,884,0.00025854428531602025,2.7974224799369036,100.48076715096799,14,8,5,7,3,"[370, 911, 1059]",277.47205492245496,112.99869759707565,64.5706819371536,"[3.599162796808452e-05, 1.7164388526676556e-06]",mock
158,376.16257947320616,89.40417801998183,1320.4259763851044,369,83,1317,385,97,1325,1101,0.0002595362311694771,2.710930626047562,123.66863649349908,14,8,4,6,3,"[373, 89, 1320]",276.84619306154235,112.74381940698703,64.42503726252545,"[4.990517792086802e-05, 2.3575418202705567e-06]",mock
159,377.1773940345369,213.414442700157,7.430141287284145,369,207,4,386,221,12,1274,0.0003916141577064991,2.2379728618421044,131.39792627434275,14,8,4,6,3,"[373, 213, 7]",276.72104130374396,112.69285216404374,64.39591312478504,"[0.00011507418345921144, 5.3234015060446555e-06]",mock
160,385.10998151571164,324.90295748613676,1367.8863216266175,371,318,1364,401,333,1373,2164,0.0002112761721946299,2.839261664328224,231.87869342531076,15,9,4,6,4,"[375, 324, 1368]",275.72007451892694,120.30558840120908,72.18335010895095,"[9.533028642783703e-05, 4.838339174353583e-06]",mock
161,377.1725978647687,922.4193357058126,128.41696322657177,371,913,121,385,933,137,1686,0.003865772858262062,1.669506600543363,108.21005693181168,20,16,4,11,6,"[375, 924, 127]",276.72104130374396,160.98979806894528,128.7918332241904,"[0.0016704895393824962, 3.0128070441779058e-05]",mock
162,378.1887005649717,427.3694915254237,596.4406779661017,372,421,593,385,435,601,885,0.0002853073528967798,2.8289201264029633,100.48076715096799,14,8,7,6,3,"[379, 427, 596]",276.59589641608636,112.64188771892083,64.36679058579905,"[3.407995145080983e-05, 1.5821802295457736e-06]",mock
163,411.092252994012,519.9212200598803,21.91616766467066,372,512,17,451,529,28,5344,0.0010498075280338526,2.5321582648288055,610.6138926866515,17,11,9,6,6,"[381, 518, 23]",272.46996557340816,134.73912458518782,87.18413530625953,"[0.0013615147512975943, 4.563466225199016e-05]",mock
164,387.160290237467,11.944591029023746,407.91358839050133,377,6,404,398,19,413,1516,0.00032157456735149026,3.083996555113793,162.31508539771752,13,9,5,6,3,"[382, 12, 407]",275.4699014902031,104.17023752795137,72.11785496010587,"[0.00010263216428093029, 5.2164771180662525e-06]",mock
165,391.03953147877013,321.89214250854076,166.88335773548073,377,316,163,406,329,172,2049,0.00011527738388394937,2.735375558399225,224.14940364446707,13,9,4,6,4,"[381, 322, 167]",274.969637802081,103.98106046382796,71.9868862266558,"[5.442419258050638e-05, 2.7391727994389067e-06]",mock
166,386.17249796582587,180.9121236777868,257.8925956061839,378,174,254,395,188,263,1229,0.0001979364751605317,2.4859044000453956,131.39792627434275,14,9,5,7,4,"[383, 181, 258]",275.594984572039,112.23427285183647,72.15060163589517,"[4.768749057820407e-05, 2.3579596097044176e-06]",mock
167,387.15962036238136,887.893011216566,815.9214840379638,380,881,812,396,895,821,1159,0.0006435263203456998,2.8479531608153086,123.66863649349908,14,9,11,7,3,"[391, 888, 815]",275.4699014902031,112.1833335767342,72.11785496010587,"[0.0001249394566699676, 5.664816075960013e-06]",mock
168,392.1973365617433,190.88861985472155,695.8692493946731,381,184,692,404,199,701,1652,0.0002942599239759147,2.322134192429535,177.77366495940493,15,9,6,6,4,"[387, 190, 696]",274.8445890370309,119.9235857624096,71.95414853498045,"[8.703461869800667e-05, 4.267813545304537e-06]",mock
169,396.1821946169772,135.90113871635612,892.9208074534162,383,130,889,410,143,898,1932,0.0002804664836730808,3.4250000000000003,208.69082408277967,13,9,21,6,3,"[404, 136, 892]",274.34446258780645,103.74464751920037,71.8232157305914,"[9.475925084518991e-05, 4.608649547916265e-06]",mock
170,389.1747368421053,767.8978947368421,460.89684210526315,383,761,457,396,775,466,950,0.0002864457492250949,2.2174870943443548,100.48076715096799,14,9,7,7,4,"[390, 768, 461]",275.21975591942845,112.08146341285371,72.05236699973545,"[4.346732879971316e-05, 2.1947042667173123e-06]",mock
171,396.1645047169811,815.9150943396227,139.8620283018868,385,809,136,408,823,145,1696,0.00012382512795738876,2.6903807938472633,177.77366495940493,14,9,5,7,4,"[390, 816, 140]",274.34446258780645,111.72500587151198,71.8232157305914,"[4.861265112274634e-05, 2.5056846168241665e-06]",mock
172,400.1316025067144,271.90689346463745,716.9158460161146,386,265,713,416,280,722,2234,0.0005717030726373196,1.958447535515126,231.87869342531076,15,9,4,6,4,"[390, 271, 717]",273.84444588904273,119.48719095106301,71.69231165880717,"[0.00020414865939104141, 9.049670208559973e-06]",mock
173,403.1386951169471,163.90192860073861,1512.8957734919984,388,155,1508,420,174,1519,2437,0.002492240397259593,2.010496917763581,247.33727298699816,19,11,4,11,4,"[392, 166, 1512]",273.4695053669796,151.14322267496294,87.50396509896102,"[0.0011716569321698841, 4.2320062208200886e-05]",mock
174,396.22583732057416,755.8755980861245,969.866028708134,389,749,966,404,763,975,1045,0.0002206096687586978,2.316480233009099,115.93934671265538,14,9,5,7,4,"[394, 756, 970]",274.34446258780645,111.72500587151198,71.8232157305914,"[3.820742276295843e-05, 1.971874435647379e-06]",mock
175,402.202199144777,87.9205864386072,122.90348197923029,391,82,118,414,95,129,1637,0.0006951028481125832,3.316086737266768,177.77366495940493,13,11,5,6,4,"[396, 88, 122]",273.594478684795,103.4610375825205,87.54395369229886,"[0.00022207895359496085, 9.835396592568336e-06]",mock
176,397.2051020408163,425.90408163265306,767.8908163265306,391,419,764,405,433,773,980,0.0002651022805366665,2.3777574300883666,108.21005693181168,14,9,7,7,4,"[398, 426, 768]",274.21944812542137,111.67409454123673,71.79048701933318,"[3.708422817755663e-05, 1.8985145525276187e-06]",mock
177,395.21026490066225,788.8990066225166,613.9271523178808,391,782,610,400,797,619,604,0.0011790680000558496,2.661870503597122,69.56360802759322,15,9,4,7,4,"[395, 789, 614]",274.469483909596,119.75991526019064,71.85594623763761,"[7.459098439352957e-05, 3.5564368988042906e-06]",mock
178,400.2119341563786,886.9211248285322,1274.9327846364883,391,880,1271,411,894,1280,1458,0.0002561600995250046,2.809739458423962,154.58579561687384,14,9,15,6,4,"[406, 886, 1275]",273.84444588904273,111.52137730879824,71.69231165880717,"[7.319491919387175e-05, 3.6797829508744295e-06]",mock
179,404.1875753920386,397.9288299155609,1172.9264173703257,393,392,1169,416,405,1178,1658,0.00034099954064004123,3.3703971610653936,177.77366495940493,13,9,18,6,3,"[411, 398, 1172]",273.3445389046184,103.36652168031911,71.56143631017115,"[0.0001048190033967008, 5.2369512819192414e-06]",mock
180,404.187832250443,905.9001772002363,863.9155345540461,393,899,860,417,913,869,1693,0.00025649089366197586,2.694873504312774,185.50295474024858,14,9,5,7,4,"[398, 906, 864]",273.3445389046184,111.31779342653874,71.56143631017115,"[7.61124775507515e-05, 3.755210871151504e-06]",mock
181,403.2718360071301,511.91889483065955,342.91711229946526,396,505,339,411,520,348,1122,0.000708971347194165,2.1168711900961923,115.93934671265538,15,9,4,6,4,"[400, 511, 343]",273.4695053669796,119.32359227149293,71.59415245505193,"[0.00012802469588511285, 6.239386041593159e-06]",mock
182,406.15539182853314,536.9403884795713,739.9176155391829,396,530,736,417,544,745,1493,0.0003887452185153961,3.083996555113793,162.31508539771752,14,9,6,7,4,"[402, 537, 740]",273.09462654399863,111.21601823598367,71.49600940407937,"[9.397987854793967e-05, 4.5464712263082345e-06]",mock
183,401.2257019438445,697.9006479481642,1419.9341252699785,396,691,1415,408,706,1425,926,0.0014816902112215757,2.283961053617619,92.75147737012429,15,10,5,7,5,"[401, 698, 1420]",273.71945885862834,119.43265506620676,79.62176723694103,"[0.00023873754583981078, 1.0207859894264059e-05]",mock
184,406.20396600566573,433.93201133144476,1282.9131255901793,400,427,1279,414,442,1288,1059,0.0005593887181021273,2.50577183299065,108.21005693181168,15,9,4,7,4,"[404, 434, 1283]",273.09462654399863,119.16002051322843,71.49600940407937,"[0.00012195609782544448, 5.543460817894351e-06]",mock
185,415.22884440400367,816.3867151956324,508.4303912647862,401,810,505,430,824,513,2198,0.00020695403509307653,2.2501350238729763,224.14940364446707,14,8,4,6,3,"[405, 816, 508]",271.9703601172879,110.75816801389216,63.29037936585857,"[7.745653488982906e-05, 3.482025825506146e-06]",mock
186,416.1093928980527,29.41294387170676,541.422107674685,405,23,538,428,37,546,1746,0.0001590355677763,2.2818732309517538,177.77366495940493,14,8,19,7,3,"[424, 30, 541]",271.8454758763881,110.70730971547353,63.26131748212993,"[5.620846865915225e-05, 2.7343243570775496e-06]",mock
187,414.1466957153232,809.3943355119826,1041.439360929557,405,803,1038,424,817,1046,1377,0.0001555606140755117,2.507263516668858,146.85650583603015,14,8,6,6,3,"[411, 809, 1041]",272.0952512068766,110.809029101395,63.31944284334955,"[3.975891951193572e-05, 1.8714674319694607e-06]",mock
188,425.20960502693,849.4470377019749,480.41561938958705,410,843,476,441,857,486,2228,0.0004694229573942721,2.419608666531675,239.60798320615444,14,10,25,6,5,"[435, 849, 481]",270.72182580635354,110.24971050064718,78.74979108243146,"[0.0001756582258041462, 7.446839313408396e-06]",mock
189,434.0369897959184,283.4011479591837,722.390306122449,412,276,718,458,292,727,3136,0.0004675269592553377,2.169552777795167,355.54732991880985,16,9,41,6,4,"[453, 282, 722]",269.5987300240661,125.47695871308964,70.58078579229397,"[0.00021640483412219355, 9.672401746336453e-06]",mock
190,421.25,667.3988095238095,812.4159226190476,413,661,808,431,675,817,1344,0.0002621691965032369,2.514115081555848,139.12721605518644,14,9,4,7,4,"[417, 668, 812]",271.2211573825062,110.45306005161407,71.00553630146511,"[6.288184283503729e-05, 3.065627727580232e-06]",mock
