,file,mass
0,g1_model96.fits,477017104.2309655
0,g2_model828.fits,
0,g2_model217.fits,341863366.0859497
0,g1_model648.fits,
0,g2_model265.fits,408528691.8902418
0,g1_model149.fits,240373420.79034218
0,g2_model504.fits,653430546.443959
0,g2_model751.fits,1721991358.0328662
0,g2_model338.fits,
0,g2_model764.fits,
0,g1_model884.fits,5155845947.476525
0,g1_model584.fits,
0,g1_model921.fits,4349903854.161248
0,g2_model880.fits,2775638155.942859
0,g2_model489.fits,563048382.2919607
0,g1_model812.fits,1927678060.4404564
0,g1_model50.fits,378151407.6957991
0,g2_model123.fits,
0,g2_model254.fits,463296251.88749933
0,g2_model386.fits,
0,g1_model371.fits,448322496.8948223
0,g2_model319.fits,525566009.3441883
0,g1_model577.fits,948992876.1764358
0,g1_model970.fits,
0,g1_model8.fits,207859499.57194152
0,g2_model829.fits,2053978323.0438974
0,g2_model709.fits,1359417968.5122674
0,g1_model143.fits,
0,g1_model761.fits,1471007952.2045329
0,g2_model225.fits,335294986.53040606
0,g2_model473.fits,678686929.6542739
0,g2_model194.fits,408824506.74561197
0,g1_model660.fits,1012478598.273654
0,g2_model439.fits,477658735.03385913
0,g2_model376.fits,491318182.99561274
0,g2_model939.fits,
0,g1_model724.fits,
0,g2_model649.fits,1969280501.3893359
0,g1_model494.fits,
0,g2_model249.fits,428625252.1744539
0,g1_model530.fits,850234145.3745219
0,g1_model97.fits,250426385.40178263
0,g2_model944.fits,5315564721.431237
0,g1_model980.fits,6844708471.925903
0,g1_model306.fits,
0,g1_model274.fits,379375616.14003295
0,g2_model726.fits,1309722256.6500115
0,g2_model261.fits,
0,g1_model337.fits,442492477.6922167
0,g1_model780.fits,1993907575.894474
0,g1_model624.fits,1054699697.7085736
0,g1_model853.fits,2286109913.439787
0,g1_model193.fits,534769453.60485137
0,g1_model65.fits,226907801.5733032
0,g1_model89.fits,
0,g2_model39.fits,
0,g2_model509.fits,
0,g2_model559.fits,801149359.741182
0,g1_model334.fits,393221469.5957927
0,g1_model868.fits,2352005389.8312845
0,g2_model698.fits,2149872229.6295834
0,g2_model131.fits,
0,g2_model864.fits,2646464374.200508
0,g1_model472.fits,555979923.7933309
0,g1_model455.fits,
0,g2_model1004.fits,13643948166.242344
0,g1_model406.fits,530183695.0541591
0,g1_model981.fits,8176677836.558605
0,g2_model892.fits,3252906060.854672
0,g2_model689.fits,1168718127.8981445
0,g2_model948.fits,
0,g2_model635.fits,797324750.8806531
0,g2_model197.fits,
0,g1_model759.fits,1460493682.6348574
0,g1_model155.fits,272892583.229802
0,g1_model341.fits,
0,g1_model909.fits,4863709003.907095
0,g2_model758.fits,1583212955.1088157
0,g2_model548.fits,
0,g2_model935.fits,
0,g1_model581.fits,951868163.7417256
0,g1_model831.fits,2407459801.6250997
0,g2_model651.fits,960081719.1082426
0,g1_model429.fits,
0,g1_model174.fits,290192333.01635766
0,g1_model734.fits,
0,g2_model668.fits,1103455242.345783
0,g2_model191.fits,283632261.38208336
0,g1_model192.fits,
0,g2_model625.fits,941890985.2417275
0,g1_model819.fits,2377003426.934543
0,g2_model221.fits,396084416.0500999
0,g1_model458.fits,559416744.7442665
0,g1_model14.fits,196707347.6182683
0,g1_model330.fits,431442251.29269147
0,g2_model600.fits,952022336.4990464
0,g2_model44.fits,222798205.53816757
0,g1_model554.fits,1354912187.0691805
0,g1_model56.fits,
0,g1_model54.fits,295256360.53045905
0,g1_model991.fits,8165400468.518952
0,g2_model601.fits,
0,g2_model949.fits,
0,g2_model579.fits,
0,g2_model200.fits,300090970.85100347
0,g1_model246.fits,384801226.8814113
0,g1_model347.fits,
0,g1_model367.fits,491229764.5298081
0,g2_model490.fits,
0,g2_model318.fits,
0,g1_model326.fits,
0,g2_model861.fits,2210051973.7148743
0,g1_model986.fits,9768730106.640093
0,g2_model974.fits,
0,g2_model528.fits,977272368.4911842
0,g2_model422.fits,576606678.5043789
0,g2_model661.fits,1336295883.4260175
0,g2_model800.fits,1578255119.9188132
0,g1_model841.fits,
0,g2_model336.fits,
0,g2_model163.fits,314713194.42504793
0,g2_model569.fits,
0,g1_model646.fits,
0,g2_model728.fits,
0,g1_model31.fits,310778840.8860453
0,g1_model674.fits,867899893.8268807
0,g2_model382.fits,
0,g2_model923.fits,
0,g2_model973.fits,
0,g1_model534.fits,809141092.8655589
0,g1_model202.fits,776879628.7223864
0,g1_model821.fits,2821822363.3903284
0,g2_model693.fits,1142106780.7098029
0,g2_model7.fits,227387328.92395
0,g2_model481.fits,694632587.5333376
0,g2_model235.fits,514300990.9903697
0,g2_model990.fits,9042845849.1881
0,g2_model161.fits,343291461.3172672
0,g2_model732.fits,1289863342.375088
0,g1_model206.fits,
0,g1_model943.fits,
0,g2_model444.fits,1045453200.5206912
0,g1_model489.fits,720699320.3409039
0,g1_model325.fits,436414314.7666171
0,g2_model863.fits,2895846891.058057
0,g1_model277.fits,376370916.08059627
0,g2_model33.fits,269636428.3847073
0,g1_model733.fits,1942024127.1724744
0,g1_model612.fits,1104870168.7024744
0,g2_model710.fits,1170072175.3212092
0,g1_model794.fits,1872616255.8589764
0,g1_model747.fits,1153313652.2636917
0,g2_model37.fits,251632952.839231
0,g1_model535.fits,
0,g1_model108.fits,
0,g1_model795.fits,2425967141.793124
0,g1_model23.fits,
0,g2_model938.fits,3970784402.3364525
0,g1_model231.fits,865140329.6360648
0,g2_model322.fits,421390546.9438855
0,g2_model357.fits,636399704.7894998
0,g2_model531.fits,
0,g2_model406.fits,523101039.9215271
0,g1_model784.fits,1608163593.1355526
0,g1_model701.fits,
0,g1_model626.fits,1145217097.6764832
0,g1_model404.fits,465625698.426592
0,g2_model591.fits,
0,g1_model669.fits,1063760398.7139571
0,g2_model602.fits,821829896.003848
0,g1_model838.fits,2393753086.2791495
0,g1_model645.fits,
0,g1_model36.fits,232677386.21457535
0,g2_model343.fits,754551813.4016625
0,g1_model1009.fits,14251254982.591486
0,g1_model100.fits,243563077.43714204
0,g2_model612.fits,1196745917.4292817
0,g2_model746.fits,1468795776.110404
0,g2_model502.fits,
0,g2_model407.fits,469236123.0289674
0,g1_model563.fits,906121128.5868977
0,g2_model11.fits,295349505.9971293
0,g1_model904.fits,
0,g2_model213.fits,359495113.58661824
0,g1_model352.fits,427662997.89956135
0,g2_model731.fits,1312381282.8453276
0,g1_model158.fits,266499527.4154811
0,g1_model403.fits,
0,g1_model418.fits,486680257.02458537
0,g2_model617.fits,
0,g2_model785.fits,3635987365.3208075
0,g1_model329.fits,430563364.03608125
0,g2_model899.fits,4062731949.4603624
0,g1_model553.fits,881707214.0424918
0,g1_model593.fits,
0,g1_model978.fits,6132716803.664693
0,g2_model281.fits,359827018.05182016
0,g2_model637.fits,866099049.616842
0,g1_model766.fits,2168725362.064267
0,g2_model791.fits,
0,g1_model954.fits,
0,g2_model401.fits,760278974.680445
0,g2_model865.fits,2760385497.054968
0,g1_model720.fits,
0,g1_model407.fits,500825845.4581112
0,g2_model533.fits,968422838.9502034
0,g1_model303.fits,516679622.4968694
0,g2_model619.fits,788024204.1454936
0,g1_model74.fits,268085558.03924298
0,g2_model229.fits,272429051.628766
0,g2_model423.fits,661137376.5078362
0,g1_model723.fits,1182909757.3126776
0,g2_model919.fits,6458925850.675907
0,g1_model912.fits,3790415753.9706435
0,g2_model692.fits,1056492136.0896978
0,g1_model628.fits,1099260092.9485636
0,g2_model160.fits,
0,g1_model707.fits,1218332966.623533
0,g1_model197.fits,
0,g1_model932.fits,3895114790.320363
0,g2_model266.fits,484863664.62263167
0,g2_model849.fits,1965651652.9392343
0,g2_model953.fits,5996606372.860841
0,g1_model652.fits,1019276974.321424
0,g1_model716.fits,1303585476.0113938
0,g1_model64.fits,256045192.3389939
0,g2_model137.fits,273075244.894792
0,g1_model686.fits,1290287674.1753614
0,g1_model882.fits,
0,g2_model381.fits,387997302.5394302
0,g1_model440.fits,510917283.7927035
0,g2_model831.fits,
0,g1_model188.fits,304731591.22722924
0,g2_model626.fits,940662858.7017716
0,g1_model391.fits,
0,g1_model84.fits,320220270.3948971
0,g2_model660.fits,
0,g1_model847.fits,3819804584.468684
0,g2_model985.fits,8988375889.09421
0,g1_model891.fits,4355567546.633203
0,g1_model420.fits,576197114.3003954
0,g2_model103.fits,270211547.60905284
0,g1_model178.fits,
0,g2_model589.fits,942819247.2364343
0,g1_model694.fits,1046338732.5758395
0,g2_model840.fits,2090683134.0583878
0,g2_model58.fits,216118865.0271553
0,g2_model854.fits,1978578523.3397262
0,g1_model680.fits,1170033461.0116608
0,g1_model349.fits,
0,g2_model747.fits,1377798254.5224032
0,g2_model554.fits,775662810.6436237
0,g2_model337.fits,
0,g1_model753.fits,1356116922.1052759
0,g2_model365.fits,463131456.15634173
0,g2_model435.fits,711425304.4155871
0,g2_model42.fits,269994547.2120265
0,g1_model637.fits,905227606.0404583
0,g1_model883.fits,2940969497.8259115
0,g1_model561.fits,954218486.9689583
0,g2_model92.fits,194505086.43285394
0,g1_model113.fits,246459143.1038981
0,g2_model415.fits,613886044.02084
0,g1_model313.fits,363316842.36144775
0,g1_model111.fits,227863460.60831115
0,g1_model682.fits,2155298105.8082876
0,g2_model14.fits,
0,g2_model754.fits,1575862507.2261662
0,g1_model500.fits,664191517.212468
0,g1_model146.fits,315888191.1242196
0,g1_model450.fits,
0,g1_model552.fits,
0,g1_model679.fits,2172602897.6840854
0,g2_model675.fits,
0,g1_model525.fits,
0,g1_model354.fits,540560567.5871961
0,g1_model521.fits,
0,g1_model381.fits,
0,g1_model995.fits,
0,g2_model192.fits,338713484.6218399
0,g1_model280.fits,355694985.6160376
0,g2_model820.fits,1966661456.8196707
0,g1_model728.fits,1264659935.8185923
0,g2_model896.fits,
0,g2_model766.fits,2330343480.4688168
0,g2_model477.fits,708846937.538039
0,g2_model22.fits,428689661.2841001
0,g1_model322.fits,448816069.713066
0,g1_model295.fits,468935066.1577122
0,g2_model901.fits,3345279178.414553
0,g1_model299.fits,
0,g1_model444.fits,498114426.7361079
0,g1_model575.fits,1080550892.9245462
0,g2_model282.fits,381261375.3276403
0,g2_model230.fits,347730747.7817386
0,g1_model822.fits,2361037295.0530634
0,g1_model511.fits,737153998.8695478
0,g2_model834.fits,4489770293.294206
0,g2_model991.fits,7568999434.240637
0,g2_model975.fits,7739556930.581322
0,g1_model579.fits,880943517.5843737
0,g2_model372.fits,449420241.3439709
0,g2_model126.fits,251465737.45134458
0,g2_model340.fits,695603079.0466487
0,g1_model825.fits,2652761393.89279
0,g1_model927.fits,4390093222.040732
0,g1_model950.fits,4571802757.093364
0,g1_model900.fits,3883651845.758719
0,g1_model671.fits,1096327968.3104725
0,g2_model789.fits,1984226780.2083504
0,g1_model572.fits,767180380.9476223
0,g1_model756.fits,
0,g2_model63.fits,245682954.65807024
0,g2_model743.fits,1271788510.0712914
0,g2_model233.fits,420928899.7871817
0,g2_model629.fits,1214870478.413483
0,g2_model913.fits,3677665880.3233232
0,g2_model658.fits,1020031093.2604643
0,g1_model452.fits,669490649.0108961
0,g1_model586.fits,813031732.8880984
0,g2_model232.fits,
0,g1_model955.fits,4891733478.389749
0,g1_model424.fits,496207202.8804066
0,g1_model421.fits,502794747.9505207
0,g2_model245.fits,344080185.2789728
0,g2_model699.fits,2174115348.4403753
0,g2_model694.fits,1457349571.675872
0,g1_model697.fits,1312431849.6547997
0,g2_model912.fits,5923196231.150698
0,g1_model9.fits,233931993.64380047
0,g2_model996.fits,10640273688.07257
0,g1_model449.fits,662545043.385246
0,g2_model847.fits,2725006168.3416696
0,g2_model79.fits,278845408.59829664
0,g2_model845.fits,
0,g1_model225.fits,320466411.71366304
0,g1_model585.fits,999874053.8677886
0,g2_model80.fits,273187803.41872984
0,g1_model462.fits,551575470.8105837
0,g1_model846.fits,2214043480.1916194
0,g2_model622.fits,827611013.0438262
0,g1_model1007.fits,16536178602.774704
0,g1_model742.fits,
0,g1_model241.fits,311547387.9774905
0,g2_model947.fits,
0,g1_model249.fits,384017091.73729426
0,g2_model177.fits,259172305.56779853
0,g1_model870.fits,2598816782.177885
0,g2_model77.fits,249715999.64413553
0,g2_model496.fits,1068674827.3955978
0,g2_model968.fits,7716070425.707269
0,g1_model620.fits,887728493.5967174
0,g2_model199.fits,311346073.18125296
0,g1_model227.fits,352837449.08870804
0,g2_model809.fits,1729082455.7397578
0,g1_model390.fits,
0,g2_model132.fits,229124125.09770766
0,g2_model198.fits,
0,g2_model870.fits,2298030062.977004
0,g2_model317.fits,754952170.9848043
0,g2_model255.fits,378946265.7364491
0,g2_model272.fits,460881520.1156024
0,g1_model4.fits,175154286.16021106
0,g1_model476.fits,635799820.0763019
0,g1_model641.fits,
0,g1_model1004.fits,11884035998.383282
0,g1_model60.fits,207178771.60769773
0,g2_model648.fits,1378604460.156567
0,g1_model711.fits,2767990598.023217
0,g2_model268.fits,319744943.6271924
0,g2_model978.fits,8999830331.307232
0,g2_model719.fits,1425442445.270129
0,g2_model887.fits,4511203433.024228
0,g1_model658.fits,907854112.1829299
0,g2_model703.fits,1545908776.9372752
0,g2_model298.fits,400628092.5810066
0,g2_model494.fits,557683583.9455277
0,g2_model882.fits,
0,g1_model368.fits,464538574.19920915
0,g1_model594.fits,1075637264.3232186
0,g1_model678.fits,1095124686.3215325
0,g1_model45.fits,
0,g1_model793.fits,
0,g1_model627.fits,994688150.2816674
0,g2_model697.fits,1388253467.704825
0,g2_model499.fits,762723656.6058314
0,g2_model729.fits,1396283952.125207
0,g1_model709.fits,1228765304.017591
0,g1_model498.fits,
0,g1_model53.fits,314160815.4141121
0,g2_model687.fits,994566337.8691903
0,g1_model527.fits,
0,g1_model708.fits,1049987161.7657939
0,g1_model738.fits,1986686562.4516194
0,g1_model101.fits,270134918.26176494
0,g1_model433.fits,709911337.6933303
0,g2_model510.fits,645095304.7845334
0,g2_model842.fits,2107436363.7700572
0,g1_model758.fits,
0,g2_model278.fits,372805398.49740326
0,g2_model594.fits,
0,g1_model719.fits,2201059510.8087196
0,g2_model471.fits,812293588.1703124
0,g1_model931.fits,4037811571.031663
0,g1_model580.fits,925741132.3137065
0,g1_model58.fits,218958708.44651404
0,g1_model977.fits,6985701262.570405
0,g1_model481.fits,700767201.4098451
0,g1_model281.fits,380947191.2493188
0,g1_model892.fits,3834676997.288898
0,g2_model556.fits,795645002.2060266
0,g1_model971.fits,5108049278.008004
0,g2_model94.fits,
0,g2_model873.fits,2955401790.0175796
0,g2_model158.fits,290714070.3050989
0,g2_model607.fits,
0,g1_model154.fits,284356922.2625632
0,g1_model237.fits,352697445.766321
0,g2_model952.fits,4587789133.356619
0,g1_model264.fits,433954860.95665675
0,g2_model5.fits,207413974.89869148
0,g2_model669.fits,1236392896.368536
0,g1_model148.fits,328827143.93493253
0,g2_model28.fits,216271254.1446136
0,g1_model345.fits,387684211.0097129
0,g1_model136.fits,384431475.08000296
0,g2_model718.fits,1363326034.2760897
0,g2_model142.fits,435591235.5441988
0,g1_model207.fits,362751841.74979705
0,g1_model937.fits,7008337478.59929
0,g2_model95.fits,282209957.26845104
0,g2_model584.fits,805894808.2793562
0,g1_model896.fits,4095564051.384753
0,g1_model873.fits,3617843049.0160356
0,g1_model454.fits,
0,g1_model72.fits,290301286.7041396
0,g2_model368.fits,
0,g2_model824.fits,1853459995.8126016
0,g1_model673.fits,
0,g1_model890.fits,4202840232.661583
0,g2_model568.fits,768422348.2074788
0,g1_model833.fits,3531441519.9701095
0,g2_model236.fits,746828919.9823598
0,g2_model29.fits,214318474.28822333
0,g1_model102.fits,
0,g2_model188.fits,388148488.8021339
0,g1_model252.fits,387096297.2890698
0,g2_model32.fits,258311145.9507338
0,g2_model100.fits,277210648.3345533
0,g1_model666.fits,1239371504.967095
0,g2_model634.fits,1287844255.1854768
0,g2_model563.fits,1024218692.0543828
0,g1_model125.fits,257499039.12518817
0,g1_model183.fits,244575450.96707448
0,g2_model497.fits,643196421.2502928
0,g2_model348.fits,541038906.4570038
0,g1_model599.fits,
0,g2_model208.fits,
0,g1_model688.fits,
0,g2_model792.fits,2121584083.1273682
0,g2_model211.fits,491553600.0244054
0,g2_model825.fits,2417286807.6580315
0,g2_model534.fits,702653736.1007184
0,g2_model943.fits,5323856439.091274
0,g2_model753.fits,1327635683.7369566
0,g2_model650.fits,
0,g2_model310.fits,
0,g1_model783.fits,1642659983.0966947
0,g2_model605.fits,873883406.7036579
0,g2_model144.fits,302373945.10896677
0,g2_model965.fits,5477413165.397023
0,g2_model508.fits,627958806.874517
0,g2_model151.fits,307585518.0453012
0,g1_model495.fits,598982948.1566161
0,g1_model915.fits,3791071391.9900455
0,g2_model566.fits,807477468.3165971
0,g1_model32.fits,217074956.81100962
0,g1_model965.fits,5356055863.467629
0,g1_model558.fits,803830641.8427874
0,g1_model540.fits,877947066.2812514
0,g2_model582.fits,960492531.0070496
0,g1_model52.fits,218115267.04554144
0,g1_model684.fits,
0,g1_model310.fits,456055718.9034311
0,g2_model1000.fits,11314464476.005583
0,g2_model872.fits,2359600678.8077345
0,g2_model120.fits,253121469.35454836
0,g1_model729.fits,1255949268.3594677
0,g2_model414.fits,490327389.36949736
0,g1_model858.fits,2525982004.537599
0,g1_model67.fits,210897825.6914922
0,g2_model879.fits,2906697116.2488766
0,g1_model920.fits,4192061315.3506556
0,g1_model173.fits,426446967.26524025
0,g2_model778.fits,1675049353.9438255
0,g1_model256.fits,399202611.7316818
0,g1_model713.fits,1044487324.8743858
0,g2_model176.fits,302827149.5629895
0,g2_model140.fits,287436717.57520944
0,g1_model438.fits,503494987.4736998
0,g2_model495.fits,677631287.1953107
0,g1_model140.fits,
0,g1_model408.fits,
0,g1_model164.fits,264762449.0826829
0,g2_model866.fits,
0,g2_model72.fits,
0,g2_model215.fits,277046557.3250661
0,g2_model73.fits,285155659.26869684
0,g2_model538.fits,827001041.8153464
0,g1_model28.fits,299310931.29373676
0,g2_model363.fits,616794824.3684329
0,g1_model378.fits,570292799.267484
0,g1_model291.fits,569582818.5633649
0,g2_model375.fits,
0,g1_model109.fits,267932027.6478978
0,g2_model844.fits,3609602346.934485
0,g1_model104.fits,211137831.18691435
0,g2_model957.fits,5850323355.569725
0,g1_model423.fits,603704160.810531
0,g1_model874.fits,5288366710.833417
0,g1_model768.fits,3191574593.925285
0,g2_model378.fits,689484464.7131039
0,g2_model716.fits,2325920305.127682
0,g1_model1.fits,
0,g1_model196.fits,322244405.82921785
0,g1_model967.fits,7951949727.054089
0,g2_model464.fits,1091183650.8114638
0,g2_model775.fits,1724041495.9711084
0,g1_model657.fits,1724107694.1697924
0,g2_model498.fits,
0,g2_model529.fits,678006708.2204833
0,g2_model550.fits,697256526.3573447
0,g1_model689.fits,1329645428.3525412
0,g1_model116.fits,
0,g2_model961.fits,4686182854.305169
0,g1_model134.fits,292595420.6235017
0,g2_model876.fits,2458693096.0085874
0,g1_model290.fits,
0,g1_model22.fits,246791194.6341169
0,g2_model421.fits,661306383.994904
0,g2_model393.fits,675593131.6219949
0,g1_model771.fits,1598818413.0667236
0,g1_model829.fits,
0,g2_model159.fits,336044811.2628708
0,g1_model1006.fits,13226315934.01708
0,g1_model327.fits,
0,g1_model919.fits,4715740124.742282
0,g1_model300.fits,476830721.3695504
0,g1_model191.fits,380487524.672206
0,g1_model948.fits,4580305663.051426
0,g1_model536.fits,
0,g2_model741.fits,1651620546.0760472
0,g2_model252.fits,308115521.70561093
0,g2_model237.fits,347772481.62307245
0,g2_model981.fits,7005139081.091389
0,g2_model816.fits,
0,g1_model750.fits,
0,g1_model11.fits,
0,g1_model393.fits,801916540.9289308
0,g2_model928.fits,
0,g2_model1006.fits,
0,g1_model34.fits,
0,g2_model201.fits,361408890.9734663
0,g1_model715.fits,
0,g1_model695.fits,
0,g1_model297.fits,542196115.7357032
0,g1_model930.fits,3812188465.8006167
0,g1_model324.fits,1151072787.468435
0,g2_model297.fits,510433319.5440102
0,g2_model951.fits,6769104535.277408
0,g1_model483.fits,631508239.090628
0,g2_model748.fits,
0,g1_model128.fits,264457184.61043498
0,g1_model422.fits,
0,g1_model373.fits,514026285.7115609
0,g1_model333.fits,383791582.2287383
0,g2_model456.fits,595733669.0006896
0,g2_model19.fits,208047138.36923003
0,g2_model218.fits,
0,g1_model87.fits,257562252.34873575
0,g1_model690.fits,1162166006.4761248
0,g1_model469.fits,687952473.3696241
0,g1_model778.fits,1707730975.3985217
0,g1_model672.fits,
0,g1_model319.fits,452149291.81738704
0,g2_model267.fits,
0,g1_model757.fits,
0,g1_model972.fits,7394700100.294335
0,g2_model34.fits,256302976.4003476
0,g2_model316.fits,743014471.8401521
0,g1_model217.fits,
0,g1_model13.fits,341112684.46563876
0,g1_model754.fits,
0,g2_model714.fits,1130805636.6579623
0,g1_model20.fits,248059038.46920767
0,g2_model652.fits,1335483488.4856837
0,g1_model712.fits,1483504001.5045402
0,g2_model59.fits,212282381.8185538
0,g2_model841.fits,2349655863.549363
0,g1_model549.fits,711753256.1678401
0,g2_model592.fits,725214127.3848932
0,g2_model813.fits,2522186271.3706536
0,g2_model141.fits,
0,g2_model271.fits,404854115.5696691
0,g2_model247.fits,381344868.1748832
0,g2_model780.fits,1754629958.1085324
0,g1_model477.fits,1315488601.1656513
0,g2_model773.fits,1372348908.2882257
0,g1_model504.fits,618723489.7248431
0,g2_model889.fits,
0,g1_model807.fits,
0,g2_model68.fits,322021733.344378
0,g2_model111.fits,303282810.93966264
0,g1_model356.fits,
0,g1_model654.fits,
0,g1_model467.fits,739509813.5886143
0,g2_model795.fits,2167240309.688427
0,g2_model76.fits,
0,g1_model897.fits,3232361358.7897296
0,g1_model591.fits,764627343.8177795
0,g1_model532.fits,794636540.3996756
0,g2_model228.fits,386070953.5829457
0,g2_model253.fits,642930076.9505507
0,g2_model933.fits,5223147154.648519
0,g2_model8.fits,212686168.87057456
0,g1_model860.fits,
0,g1_model811.fits,2939742753.0291076
0,g2_model868.fits,2723779919.915972
0,g1_model114.fits,297233730.5266688
0,g1_model503.fits,672000350.3067535
0,g1_model160.fits,278927853.5419121
0,g1_model902.fits,3793774448.451193
0,g1_model583.fits,757681086.219694
0,g1_model261.fits,417773881.9150378
0,g1_model809.fits,
0,g2_model604.fits,747877187.8413523
0,g2_model671.fits,
0,g1_model289.fits,431813538.03253263
0,g2_model630.fits,978443686.0660975
0,g2_model2.fits,236297179.45990694
0,g1_model254.fits,402922056.70823914
0,g1_model698.fits,2109182803.8475885
0,g1_model983.fits,6452510586.779799
0,g2_model606.fits,982069354.7022432
0,g2_model172.fits,
0,g2_model869.fits,2559637356.2739654
0,g2_model436.fits,534178331.8896233
0,g1_model383.fits,
0,g2_model18.fits,348687114.89147496
0,g1_model91.fits,255666643.4373683
0,g1_model514.fits,626428784.8863832
0,g1_model94.fits,350445130.3418486
0,g2_model312.fits,426682801.2329751
0,g2_model826.fits,2104893760.6599073
0,g1_model90.fits,290508611.3478867
0,g1_model826.fits,
0,g1_model298.fits,343104402.92061424
0,g2_model342.fits,528881401.0017717
0,g2_model226.fits,295788080.8538203
0,g1_model827.fits,1898141509.1320517
0,g2_model108.fits,
0,g2_model134.fits,
0,g1_model6.fits,255301250.44223276
0,g2_model128.fits,305279904.9733383
0,g1_model69.fits,246182891.41747355
0,g2_model713.fits,1066813305.1986306
0,g2_model46.fits,230775462.38549632
0,g1_model33.fits,231661046.91405922
0,g1_model895.fits,
0,g2_model349.fits,848577331.6788948
0,g2_model702.fits,
0,g2_model871.fits,
0,g1_model492.fits,
0,g2_model562.fits,748827860.025408
0,g1_model457.fits,606864125.151288
0,g1_model17.fits,242805764.59540585
0,g2_model598.fits,840340114.3922226
0,g2_model503.fits,
0,g1_model888.fits,
0,g2_model60.fits,
0,g1_model493.fits,
0,g2_model733.fits,1305911654.007539
0,g1_model360.fits,
0,g1_model777.fits,
0,g1_model755.fits,1606388973.3554032
0,g2_model127.fits,223062206.91078904
0,g1_model592.fits,876300421.4944885
0,g2_model129.fits,274381774.81505793
0,g2_model915.fits,4042073095.6047053
0,g2_model419.fits,719231898.7985953
0,g2_model950.fits,5292636101.0653
0,g1_model167.fits,430862732.9047589
0,g2_model549.fits,888659362.8543057
0,g2_model410.fits,566621447.2951479
0,g2_model234.fits,373980319.4491456
0,g2_model615.fits,1128391257.8065004
0,g1_model484.fits,566499958.0503968
0,g2_model328.fits,541137219.336236
0,g1_model358.fits,538917088.7846556
0,g1_model631.fits,957763989.3200352
0,g2_model977.fits,5803740680.226219
0,g1_model649.fits,951458584.313182
0,g1_model272.fits,348725840.06212205
0,g2_model907.fits,3827123050.8853493
0,g2_model302.fits,418841992.7379722
0,g1_model840.fits,2937620572.639018
0,g1_model893.fits,3343213489.2040534
0,g2_model55.fits,276135953.5411532
0,g1_model294.fits,374172748.33124155
0,g2_model367.fits,
0,g1_model427.fits,680374811.0166712
0,g1_model209.fits,319936285.7672679
0,g1_model283.fits,343965354.72631013
0,g1_model46.fits,
0,g2_model36.fits,194881562.7131592
0,g1_model83.fits,298972968.8434755
0,g2_model53.fits,202331419.05124083
0,g1_model911.fits,3790874884.823736
0,g2_model805.fits,1953297513.394378
0,g1_model886.fits,3481295068.0137854
0,g2_model875.fits,
0,g1_model387.fits,
0,g2_model511.fits,802449471.1025211
0,g1_model578.fits,
0,g2_model636.fits,999717026.8266203
0,g2_model565.fits,842741758.4764707
0,g2_model781.fits,1574931398.9290006
0,g1_model643.fits,
0,g1_model410.fits,508791321.1850371
0,g1_model379.fits,
0,g2_model181.fits,372119318.923764
0,g1_model910.fits,3216135767.702023
0,g1_model479.fits,684487806.1401042
0,g1_model990.fits,8603055778.97693
0,g2_model924.fits,3198797205.90087
0,g1_model647.fits,1436043540.3363001
0,g2_model856.fits,
0,g2_model69.fits,
0,g2_model523.fits,597789160.4066633
0,g2_model897.fits,4727696194.412346
0,g2_model205.fits,311453570.08453393
0,g1_model122.fits,249463924.37271437
0,g1_model656.fits,1254154796.4345894
0,g2_model519.fits,
0,g1_model218.fits,294387401.8382345
0,g2_model31.fits,210978798.51639584
0,g1_model284.fits,364260328.0221658
0,g1_model949.fits,4622537804.274317
0,g2_model493.fits,730981956.7320024
0,g2_model570.fits,797850667.8773099
0,g1_model259.fits,384116955.778233
0,g1_model704.fits,1272034029.5407155
0,g2_model347.fits,433840556.94694245
0,g1_model799.fits,
0,g2_model370.fits,746697878.0668873
0,g2_model994.fits,8516647751.087105
0,g2_model155.fits,
0,g1_model562.fits,
0,g1_model464.fits,602148165.4657682
0,g1_model849.fits,2471919000.0766163
0,g2_model379.fits,455197461.4604082
0,g1_model68.fits,262773901.70888636
0,g1_model964.fits,4692440741.530698
0,g2_model639.fits,851922351.3349997
0,g2_model431.fits,644233931.6794175
0,g1_model529.fits,747259430.5035816
0,g2_model38.fits,200729492.17373186
0,g2_model475.fits,693305125.5568596
0,g2_model917.fits,4089440386.8636045
0,g1_model232.fits,
0,g2_model428.fits,
0,g2_model162.fits,328970999.9611559
0,g2_model551.fits,
0,g2_model925.fits,3403363005.9653177
0,g1_model538.fits,834006720.9953512
0,g2_model6.fits,
0,g2_model980.fits,
0,g1_model395.fits,445581352.6524123
0,g2_model314.fits,388392546.91353375
0,g1_model190.fits,
0,g2_model704.fits,1086652586.8247745
0,g2_model986.fits,7330269115.966497
0,g2_model455.fits,871694060.748983
0,g1_model992.fits,12619502816.628965
0,g1_model471.fits,
0,g1_model382.fits,
0,g2_model759.fits,1443154377.3338988
0,g2_model685.fits,1198530616.3007612
0,g1_model374.fits,530370059.71483594
0,g2_model311.fits,436051289.14712304
0,g2_model139.fits,274412903.8232437
0,g1_model137.fits,301965232.4536842
0,g1_model265.fits,564297369.7886534
0,g2_model210.fits,343139121.5914772
0,g2_model894.fits,3958838475.412616
0,g2_model24.fits,199478603.59727448
0,g2_model848.fits,3356828683.663664
